gene.locus,maternal,zygotic,MZ
evm.TU.scaffold_4.916,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.917,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.918,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.919,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.92,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.920,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.921,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.922,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.923,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.924,TRUE,FALSE,maternal
evm.TU.scaffold_4.925,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.926,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.927,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.928,FALSE,FALSE,neither
evm.TU.scaffold_4.93,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.932,FALSE,FALSE,neither
evm.TU.scaffold_4.933,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.934,FALSE,TRUE,zygotic
evm.TU.scaffold_4.935,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.936,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.937,FALSE,FALSE,neither
evm.TU.scaffold_4.938,FALSE,FALSE,neither
evm.TU.scaffold_4.939,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.94,FALSE,FALSE,neither
evm.TU.scaffold_4.940,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.941,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.942,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.943,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.944,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.945,FALSE,FALSE,neither
evm.TU.scaffold_4.946,FALSE,FALSE,neither
evm.TU.scaffold_4.947,FALSE,FALSE,neither
evm.TU.scaffold_4.948,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.949,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.95,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.950,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.951,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.952,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.953,FALSE,FALSE,neither
evm.TU.scaffold_4.955,FALSE,FALSE,neither
evm.TU.scaffold_4.956,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.957,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.958,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.959,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.96,FALSE,FALSE,neither
evm.TU.scaffold_4.960,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.961,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.962,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.963,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.964,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.965,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.966,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.967,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.968,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.969,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.97,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.970,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.971,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.972,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.973,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.974,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.975,FALSE,TRUE,zygotic
evm.TU.scaffold_4.976,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.977,FALSE,FALSE,neither
evm.TU.scaffold_4.978,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.979,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.980,FALSE,FALSE,neither
evm.TU.scaffold_4.981,FALSE,FALSE,neither
evm.TU.scaffold_4.982,FALSE,FALSE,neither
evm.TU.scaffold_4.983,FALSE,FALSE,neither
evm.TU.scaffold_4.984,FALSE,FALSE,neither
evm.TU.scaffold_4.985,FALSE,FALSE,neither
evm.TU.scaffold_4.986,FALSE,FALSE,neither
evm.TU.scaffold_4.987,FALSE,FALSE,neither
evm.TU.scaffold_4.988,FALSE,FALSE,neither
evm.TU.scaffold_4.989,FALSE,FALSE,neither
evm.TU.scaffold_4.99,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.991,FALSE,FALSE,neither
evm.TU.scaffold_4.992,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.993,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.994,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.995,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.996,FALSE,FALSE,neither
evm.TU.scaffold_4.997,FALSE,FALSE,neither
evm.TU.scaffold_4.998,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_4.999,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_40.2,FALSE,FALSE,neither
evm.TU.scaffold_40.5,FALSE,FALSE,neither
evm.TU.scaffold_45.8,FALSE,FALSE,neither
evm.TU.scaffold_5.1,FALSE,TRUE,zygotic
evm.TU.scaffold_5.100,FALSE,FALSE,neither
evm.TU.scaffold_5.1001,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1002,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1003,FALSE,FALSE,neither
evm.TU.scaffold_5.1004,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1005,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1009,FALSE,FALSE,neither
evm.TU.scaffold_5.101,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1010,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1011,FALSE,FALSE,neither
evm.TU.scaffold_5.1012,FALSE,FALSE,neither
evm.TU.scaffold_5.1013,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1014,FALSE,FALSE,neither
evm.TU.scaffold_5.1015,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1016,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1017,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1018,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1019,FALSE,FALSE,neither
evm.TU.scaffold_5.1020,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1021,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1022,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1023,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1024,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1025,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1026,FALSE,FALSE,neither
evm.TU.scaffold_5.1027,FALSE,FALSE,neither
evm.TU.scaffold_5.1028,FALSE,FALSE,neither
evm.TU.scaffold_5.1029,FALSE,FALSE,neither
evm.TU.scaffold_5.103,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1030,FALSE,FALSE,neither
evm.TU.scaffold_5.1031,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1032,FALSE,FALSE,neither
evm.TU.scaffold_5.1033,FALSE,FALSE,neither
evm.TU.scaffold_5.1034,FALSE,FALSE,neither
evm.TU.scaffold_5.1035,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1036,FALSE,FALSE,neither
evm.TU.scaffold_5.1037,FALSE,FALSE,neither
evm.TU.scaffold_5.1038,FALSE,FALSE,neither
evm.TU.scaffold_5.1039,FALSE,FALSE,neither
evm.TU.scaffold_5.104,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1040,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1041,FALSE,FALSE,neither
evm.TU.scaffold_5.1042,FALSE,FALSE,neither
evm.TU.scaffold_5.1043,FALSE,FALSE,neither
evm.TU.scaffold_5.1044,FALSE,FALSE,neither
evm.TU.scaffold_5.1045,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1046,TRUE,FALSE,maternal
evm.TU.scaffold_5.1047,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1048,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1049,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1050,FALSE,FALSE,neither
evm.TU.scaffold_5.1051,FALSE,FALSE,neither
evm.TU.scaffold_5.1052,FALSE,FALSE,neither
evm.TU.scaffold_5.1053,FALSE,FALSE,neither
evm.TU.scaffold_5.1054,FALSE,FALSE,neither
evm.TU.scaffold_5.1055,FALSE,FALSE,neither
evm.TU.scaffold_5.1056,FALSE,FALSE,neither
evm.TU.scaffold_5.1058,FALSE,FALSE,neither
evm.TU.scaffold_5.1059,FALSE,FALSE,neither
evm.TU.scaffold_5.106,FALSE,FALSE,neither
evm.TU.scaffold_5.1061,FALSE,FALSE,neither
evm.TU.scaffold_5.1062,FALSE,FALSE,neither
evm.TU.scaffold_5.1063,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1064,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1065,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1066,FALSE,FALSE,neither
evm.TU.scaffold_5.1067,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1068,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1069,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.107,FALSE,FALSE,neither
evm.TU.scaffold_5.1070,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1071,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1072,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1073,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1074,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1075,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1077,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1078,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1079,FALSE,FALSE,neither
evm.TU.scaffold_5.108,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1080,FALSE,FALSE,neither
evm.TU.scaffold_5.1081,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1082,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1083,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1084,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1085,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1086,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1087,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1088,FALSE,FALSE,neither
evm.TU.scaffold_5.1089,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.109,FALSE,FALSE,neither
evm.TU.scaffold_5.1090,FALSE,FALSE,neither
evm.TU.scaffold_5.1091,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1092,FALSE,FALSE,neither
evm.TU.scaffold_5.1093,FALSE,FALSE,neither
evm.TU.scaffold_5.1094,FALSE,FALSE,neither
evm.TU.scaffold_5.1095_evm.TU.scaffold_5.1096,FALSE,FALSE,neither
evm.TU.scaffold_5.1097,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1098,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1099,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.110,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1100,FALSE,FALSE,neither
evm.TU.scaffold_5.1101,FALSE,FALSE,neither
evm.TU.scaffold_5.1102,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1103,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1104,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1105,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1106,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1107,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1108,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1109,FALSE,TRUE,zygotic
evm.TU.scaffold_5.111,FALSE,FALSE,neither
evm.TU.scaffold_5.1110,FALSE,FALSE,neither
evm.TU.scaffold_5.1111,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1112,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1113,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1114,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1115,FALSE,FALSE,neither
evm.TU.scaffold_5.1116,FALSE,FALSE,neither
evm.TU.scaffold_5.1117,FALSE,FALSE,neither
evm.TU.scaffold_5.1118,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1119,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.112,TRUE,FALSE,maternal
evm.TU.scaffold_5.1120,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1121,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1123,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1124,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1125,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1126,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1127,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1128,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.113,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1130,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1131,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1132,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1133,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1134,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1135,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1136,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1137,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1138,FALSE,FALSE,neither
evm.TU.scaffold_5.1139,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.114,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1140,FALSE,FALSE,neither
evm.TU.scaffold_5.1141,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1142,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1143,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1145,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1146,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1147,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1148,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1149,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.115,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1150,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1151,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1152,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1153,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1154,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1155_evm.TU.scaffold_5.1156,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1157,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1159,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.116,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1160,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1161,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1162,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1163,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.117,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1176,FALSE,FALSE,neither
evm.TU.scaffold_5.118,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1191,FALSE,FALSE,neither
evm.TU.scaffold_5.12,FALSE,FALSE,neither
evm.TU.scaffold_5.1200,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1201,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1202_evm.TU.scaffold_5.1203,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1204,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1205,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1206,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.121,FALSE,FALSE,neither
evm.TU.scaffold_5.1211,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1212,FALSE,FALSE,neither
evm.TU.scaffold_5.1213,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1214,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1215,FALSE,FALSE,neither
evm.TU.scaffold_5.1216,TRUE,FALSE,maternal
evm.TU.scaffold_5.1218,FALSE,FALSE,neither
evm.TU.scaffold_5.1219,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.122,FALSE,FALSE,neither
evm.TU.scaffold_5.1220,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1221,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1222,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1223,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1224,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1225,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1226,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1227,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1228,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1229,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.123,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1230,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1231,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1232,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1233,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1234,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1235,FALSE,FALSE,neither
evm.TU.scaffold_5.1236,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1237,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1238,FALSE,FALSE,neither
evm.TU.scaffold_5.1239,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.124,FALSE,FALSE,neither
evm.TU.scaffold_5.1240,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1241_evm.TU.scaffold_5.1242,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1243,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1244_evm.TU.scaffold_5.1245,TRUE,FALSE,maternal
evm.TU.scaffold_5.1246,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1248,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1249,FALSE,FALSE,neither
evm.TU.scaffold_5.125,FALSE,FALSE,neither
evm.TU.scaffold_5.1250,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1252,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1253,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1254,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1255,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1256,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1257,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1258_evm.TU.scaffold_5.1259,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.126,FALSE,FALSE,neither
evm.TU.scaffold_5.1260,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1261,FALSE,FALSE,neither
evm.TU.scaffold_5.1262,FALSE,FALSE,neither
evm.TU.scaffold_5.1263,FALSE,FALSE,neither
evm.TU.scaffold_5.1264,FALSE,FALSE,neither
evm.TU.scaffold_5.1265,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1266,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1267,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1268,FALSE,FALSE,neither
evm.TU.scaffold_5.1269,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.127,FALSE,FALSE,neither
evm.TU.scaffold_5.1270,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1271,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1272,FALSE,FALSE,neither
evm.TU.scaffold_5.1273,FALSE,FALSE,neither
evm.TU.scaffold_5.1274,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1275,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1276,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1277,FALSE,FALSE,neither
evm.TU.scaffold_5.1278,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1279,FALSE,FALSE,neither
evm.TU.scaffold_5.128,FALSE,FALSE,neither
evm.TU.scaffold_5.1282,FALSE,FALSE,neither
evm.TU.scaffold_5.1283,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1284,FALSE,FALSE,neither
evm.TU.scaffold_5.1285,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1286,FALSE,FALSE,neither
evm.TU.scaffold_5.1287_evm.TU.scaffold_5.1288,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1289,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.129,FALSE,FALSE,neither
evm.TU.scaffold_5.1290,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1291,FALSE,FALSE,neither
evm.TU.scaffold_5.1292,FALSE,FALSE,neither
evm.TU.scaffold_5.1293,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1294,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1295,FALSE,FALSE,neither
evm.TU.scaffold_5.1296,FALSE,FALSE,neither
evm.TU.scaffold_5.1298,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1299,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.130,FALSE,FALSE,neither
evm.TU.scaffold_5.1300,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1301,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1302,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1303,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1304,FALSE,FALSE,neither
evm.TU.scaffold_5.1305,FALSE,FALSE,neither
evm.TU.scaffold_5.1306,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1307,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1308,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1309,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.131,FALSE,FALSE,neither
evm.TU.scaffold_5.1310,FALSE,FALSE,neither
evm.TU.scaffold_5.1311,FALSE,FALSE,neither
evm.TU.scaffold_5.1312,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1313,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1314,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1315,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1316,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1317,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1318,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1319,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1320,FALSE,FALSE,neither
evm.TU.scaffold_5.1321,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1322,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1323,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1324,FALSE,FALSE,neither
evm.TU.scaffold_5.1325,FALSE,FALSE,neither
evm.TU.scaffold_5.1326,FALSE,FALSE,neither
evm.TU.scaffold_5.1327,FALSE,FALSE,neither
evm.TU.scaffold_5.1328,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1329,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1330,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1331,FALSE,FALSE,neither
evm.TU.scaffold_5.1332,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1333,FALSE,FALSE,neither
evm.TU.scaffold_5.1334,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1335,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1336,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1337,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1338,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1339,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.134,FALSE,FALSE,neither
evm.TU.scaffold_5.1340,FALSE,FALSE,neither
evm.TU.scaffold_5.1342,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1344,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.135,FALSE,FALSE,neither
evm.TU.scaffold_5.1350,FALSE,TRUE,zygotic
evm.TU.scaffold_5.1352,FALSE,FALSE,neither
evm.TU.scaffold_5.1353,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1354,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1355,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1356,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1357,FALSE,FALSE,neither
evm.TU.scaffold_5.1358,FALSE,FALSE,neither
evm.TU.scaffold_5.1359,FALSE,TRUE,zygotic
evm.TU.scaffold_5.136,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1360,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1361,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1362,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1363,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1364,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1368,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1369,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1370,FALSE,FALSE,neither
evm.TU.scaffold_5.1371,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1372,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1374,FALSE,FALSE,neither
evm.TU.scaffold_5.1375,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1376,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1377,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1378,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1379,FALSE,FALSE,neither
evm.TU.scaffold_5.1380,FALSE,FALSE,neither
evm.TU.scaffold_5.1382,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1383,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1384,FALSE,FALSE,neither
evm.TU.scaffold_5.1385,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_5.1386,TRUE,TRUE,maternal zygotic
