gene.locus,maternal,zygotic,MZ
evm.TU.scaffold_1.10,FALSE,FALSE,neither
evm.TU.scaffold_1.100,FALSE,FALSE,neither
evm.TU.scaffold_1.1000,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1001,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1002,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1003,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1004,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1005,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1006,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1007,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1008,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1009,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1010,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1011,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1012,FALSE,FALSE,neither
evm.TU.scaffold_1.1013_evm.TU.scaffold_1.1014,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1015,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1016,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1017,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1018,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1019,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1020,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1021,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1022,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1023,FALSE,FALSE,neither
evm.TU.scaffold_1.1024,FALSE,FALSE,neither
evm.TU.scaffold_1.1025,FALSE,FALSE,neither
evm.TU.scaffold_1.1026,FALSE,FALSE,neither
evm.TU.scaffold_1.1027,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1028,FALSE,FALSE,neither
evm.TU.scaffold_1.1030,FALSE,FALSE,neither
evm.TU.scaffold_1.1031,FALSE,FALSE,neither
evm.TU.scaffold_1.1032,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1034,FALSE,FALSE,neither
evm.TU.scaffold_1.1035,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1037,FALSE,FALSE,neither
evm.TU.scaffold_1.1038,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1040,FALSE,FALSE,neither
evm.TU.scaffold_1.1041,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1042,FALSE,FALSE,neither
evm.TU.scaffold_1.1043_evm.TU.scaffold_1.1044,FALSE,FALSE,neither
evm.TU.scaffold_1.1045,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1046,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1047,FALSE,FALSE,neither
evm.TU.scaffold_1.1048,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.105,FALSE,FALSE,neither
evm.TU.scaffold_1.1050,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1051,FALSE,FALSE,neither
evm.TU.scaffold_1.1052,FALSE,FALSE,neither
evm.TU.scaffold_1.1053,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1054,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1055,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1056,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1057,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1058,FALSE,FALSE,neither
evm.TU.scaffold_1.1059,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.106,FALSE,FALSE,neither
evm.TU.scaffold_1.1061,FALSE,FALSE,neither
evm.TU.scaffold_1.1062,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1063,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1064,FALSE,FALSE,neither
evm.TU.scaffold_1.1065,FALSE,FALSE,neither
evm.TU.scaffold_1.1066,FALSE,FALSE,neither
evm.TU.scaffold_1.1067,FALSE,FALSE,neither
evm.TU.scaffold_1.1068,FALSE,FALSE,neither
evm.TU.scaffold_1.1069,FALSE,FALSE,neither
evm.TU.scaffold_1.1070,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1071,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1072,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1073,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1075,FALSE,FALSE,neither
evm.TU.scaffold_1.1076,FALSE,FALSE,neither
evm.TU.scaffold_1.1077,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1078,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1079,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1080,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1081,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1082,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1083,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1084,FALSE,FALSE,neither
evm.TU.scaffold_1.1085,FALSE,FALSE,neither
evm.TU.scaffold_1.1086,FALSE,FALSE,neither
evm.TU.scaffold_1.1087,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1088,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1089,FALSE,FALSE,neither
evm.TU.scaffold_1.1090,FALSE,FALSE,neither
evm.TU.scaffold_1.1091,FALSE,FALSE,neither
evm.TU.scaffold_1.1092,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1093,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1094,FALSE,FALSE,neither
evm.TU.scaffold_1.1095,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1096,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1097,FALSE,FALSE,neither
evm.TU.scaffold_1.1098,FALSE,FALSE,neither
evm.TU.scaffold_1.1099,FALSE,FALSE,neither
evm.TU.scaffold_1.11,FALSE,FALSE,neither
evm.TU.scaffold_1.1100,FALSE,FALSE,neither
evm.TU.scaffold_1.1101,FALSE,FALSE,neither
evm.TU.scaffold_1.1102,FALSE,FALSE,neither
evm.TU.scaffold_1.1104,FALSE,FALSE,neither
evm.TU.scaffold_1.1105,FALSE,FALSE,neither
evm.TU.scaffold_1.1106,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1107,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1108,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1109,FALSE,FALSE,neither
evm.TU.scaffold_1.111,FALSE,FALSE,neither
evm.TU.scaffold_1.1110,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1111,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1112,FALSE,FALSE,neither
evm.TU.scaffold_1.1113,FALSE,FALSE,neither
evm.TU.scaffold_1.1114,FALSE,FALSE,neither
evm.TU.scaffold_1.1115,FALSE,FALSE,neither
evm.TU.scaffold_1.1116,FALSE,FALSE,neither
evm.TU.scaffold_1.1117,FALSE,FALSE,neither
evm.TU.scaffold_1.1118,FALSE,FALSE,neither
evm.TU.scaffold_1.1119,FALSE,FALSE,neither
evm.TU.scaffold_1.1120,FALSE,FALSE,neither
evm.TU.scaffold_1.1121,FALSE,FALSE,neither
evm.TU.scaffold_1.1122,FALSE,FALSE,neither
evm.TU.scaffold_1.1123,FALSE,FALSE,neither
evm.TU.scaffold_1.1124,TRUE,FALSE,maternal
evm.TU.scaffold_1.1125,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1126_evm.TU.scaffold_1.1127,FALSE,FALSE,neither
evm.TU.scaffold_1.1128,FALSE,FALSE,neither
evm.TU.scaffold_1.1129,FALSE,FALSE,neither
evm.TU.scaffold_1.113,FALSE,FALSE,neither
evm.TU.scaffold_1.1130,FALSE,FALSE,neither
evm.TU.scaffold_1.1131,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1132,FALSE,FALSE,neither
evm.TU.scaffold_1.1133,FALSE,FALSE,neither
evm.TU.scaffold_1.1134,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1135,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1136,FALSE,FALSE,neither
evm.TU.scaffold_1.1138,FALSE,FALSE,neither
evm.TU.scaffold_1.114,FALSE,FALSE,neither
evm.TU.scaffold_1.1141,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1142,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1143,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1144,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1145,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1146,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1147,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1148,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1149,FALSE,TRUE,zygotic
evm.TU.scaffold_1.115,FALSE,FALSE,neither
evm.TU.scaffold_1.1150,FALSE,FALSE,neither
evm.TU.scaffold_1.1151,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1152,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1153,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1154,FALSE,FALSE,neither
evm.TU.scaffold_1.1155,FALSE,FALSE,neither
evm.TU.scaffold_1.1156,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1157,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1158,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1159,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1160,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1161,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1162,FALSE,FALSE,neither
evm.TU.scaffold_1.1163,FALSE,FALSE,neither
evm.TU.scaffold_1.1165,FALSE,FALSE,neither
evm.TU.scaffold_1.1166,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1167,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1168,FALSE,FALSE,neither
evm.TU.scaffold_1.1169,FALSE,FALSE,neither
evm.TU.scaffold_1.117,FALSE,FALSE,neither
evm.TU.scaffold_1.1170,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1171,TRUE,FALSE,maternal
evm.TU.scaffold_1.1172,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1173,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1174,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1178,FALSE,FALSE,neither
evm.TU.scaffold_1.1179,FALSE,FALSE,neither
evm.TU.scaffold_1.1180,FALSE,FALSE,neither
evm.TU.scaffold_1.1181,FALSE,FALSE,neither
evm.TU.scaffold_1.1182,FALSE,FALSE,neither
evm.TU.scaffold_1.1183,FALSE,FALSE,neither
evm.TU.scaffold_1.1184,FALSE,FALSE,neither
evm.TU.scaffold_1.1185,FALSE,FALSE,neither
evm.TU.scaffold_1.1186,FALSE,FALSE,neither
evm.TU.scaffold_1.1187,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1188,FALSE,FALSE,neither
evm.TU.scaffold_1.119,FALSE,FALSE,neither
evm.TU.scaffold_1.1190_evm.TU.scaffold_1.1191_evm.TU.scaffold_1.1192,FALSE,FALSE,neither
evm.TU.scaffold_1.1193,FALSE,FALSE,neither
evm.TU.scaffold_1.1194,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1195,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1196,FALSE,FALSE,neither
evm.TU.scaffold_1.1197,FALSE,FALSE,neither
evm.TU.scaffold_1.1198,FALSE,FALSE,neither
evm.TU.scaffold_1.1199,FALSE,FALSE,neither
evm.TU.scaffold_1.1200,FALSE,FALSE,neither
evm.TU.scaffold_1.1201,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1202,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1203,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1204,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1205,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1208,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1210,FALSE,FALSE,neither
evm.TU.scaffold_1.1211,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1212,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1213,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1214,FALSE,FALSE,neither
evm.TU.scaffold_1.1215,FALSE,FALSE,neither
evm.TU.scaffold_1.1216,FALSE,FALSE,neither
evm.TU.scaffold_1.1219,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1220,FALSE,FALSE,neither
evm.TU.scaffold_1.1222,TRUE,FALSE,maternal
evm.TU.scaffold_1.1224,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1225,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1226,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1227,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1228,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1229,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1230,FALSE,FALSE,neither
evm.TU.scaffold_1.1231,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1232,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1233,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1234,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1235,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1236,FALSE,FALSE,neither
evm.TU.scaffold_1.1237,FALSE,FALSE,neither
evm.TU.scaffold_1.1238,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1241,FALSE,FALSE,neither
evm.TU.scaffold_1.1242,TRUE,FALSE,maternal
evm.TU.scaffold_1.1243,TRUE,FALSE,maternal
evm.TU.scaffold_1.1244_evm.TU.scaffold_1.1248,FALSE,FALSE,neither
evm.TU.scaffold_1.1245,FALSE,FALSE,neither
evm.TU.scaffold_1.1249,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1250,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1251,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1252,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1253,FALSE,FALSE,neither
evm.TU.scaffold_1.1254,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1255,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1256,TRUE,FALSE,maternal
evm.TU.scaffold_1.1257,FALSE,FALSE,neither
evm.TU.scaffold_1.1258,FALSE,FALSE,neither
evm.TU.scaffold_1.1259,FALSE,FALSE,neither
evm.TU.scaffold_1.126,FALSE,FALSE,neither
evm.TU.scaffold_1.1260,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1261,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1262,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1263,FALSE,FALSE,neither
evm.TU.scaffold_1.1264,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1265,FALSE,FALSE,neither
evm.TU.scaffold_1.1266,FALSE,FALSE,neither
evm.TU.scaffold_1.1267,FALSE,FALSE,neither
evm.TU.scaffold_1.1268,FALSE,FALSE,neither
evm.TU.scaffold_1.1269,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.127,FALSE,FALSE,neither
evm.TU.scaffold_1.1270,TRUE,FALSE,maternal
evm.TU.scaffold_1.1271,FALSE,FALSE,neither
evm.TU.scaffold_1.1272,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1273,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1274,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1275,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1276,FALSE,FALSE,neither
evm.TU.scaffold_1.1277,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1278,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1279_evm.TU.scaffold_1.1280,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.128,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1281,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1282,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1283,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1284,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1285,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1286,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1287,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1288,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1289,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.129,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1290,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1291,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1292,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1293,FALSE,FALSE,neither
evm.TU.scaffold_1.1294,FALSE,FALSE,neither
evm.TU.scaffold_1.1296,FALSE,FALSE,neither
evm.TU.scaffold_1.1297,FALSE,FALSE,neither
evm.TU.scaffold_1.1298,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1299,FALSE,FALSE,neither
evm.TU.scaffold_1.130,FALSE,FALSE,neither
evm.TU.scaffold_1.1300,FALSE,FALSE,neither
evm.TU.scaffold_1.1301,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1302,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1303,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1304,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1305,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1306,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1307,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1308,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1309,FALSE,TRUE,zygotic
evm.TU.scaffold_1.131,FALSE,FALSE,neither
evm.TU.scaffold_1.1310,FALSE,FALSE,neither
evm.TU.scaffold_1.1312,FALSE,FALSE,neither
evm.TU.scaffold_1.1313,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1314,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1316,FALSE,FALSE,neither
evm.TU.scaffold_1.1317,FALSE,FALSE,neither
evm.TU.scaffold_1.1319,FALSE,FALSE,neither
evm.TU.scaffold_1.132,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1320,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1321,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1322,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1323,FALSE,FALSE,neither
evm.TU.scaffold_1.1324,FALSE,FALSE,neither
evm.TU.scaffold_1.1325,FALSE,FALSE,neither
evm.TU.scaffold_1.1326,FALSE,FALSE,neither
evm.TU.scaffold_1.1327,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1328,FALSE,FALSE,neither
evm.TU.scaffold_1.1329,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.133,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1330,FALSE,FALSE,neither
evm.TU.scaffold_1.1331,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1332,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1334,FALSE,FALSE,neither
evm.TU.scaffold_1.1335,FALSE,FALSE,neither
evm.TU.scaffold_1.1336,FALSE,FALSE,neither
evm.TU.scaffold_1.1337,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1338,FALSE,FALSE,neither
evm.TU.scaffold_1.1339,FALSE,FALSE,neither
evm.TU.scaffold_1.134,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1340,FALSE,FALSE,neither
evm.TU.scaffold_1.1341,FALSE,FALSE,neither
evm.TU.scaffold_1.1342,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1345,FALSE,FALSE,neither
evm.TU.scaffold_1.1346,FALSE,FALSE,neither
evm.TU.scaffold_1.1347,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1348,FALSE,TRUE,zygotic
evm.TU.scaffold_1.135,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1351,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1352,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1353,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1354,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1355,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1356,FALSE,FALSE,neither
evm.TU.scaffold_1.1357,FALSE,FALSE,neither
evm.TU.scaffold_1.1358,FALSE,FALSE,neither
evm.TU.scaffold_1.1359,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.136,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1360,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1361,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1362,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1363,FALSE,FALSE,neither
evm.TU.scaffold_1.1364,FALSE,FALSE,neither
evm.TU.scaffold_1.1365,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1366,FALSE,FALSE,neither
evm.TU.scaffold_1.1367,FALSE,FALSE,neither
evm.TU.scaffold_1.1368,FALSE,FALSE,neither
evm.TU.scaffold_1.1369,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.137,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1370,TRUE,FALSE,maternal
evm.TU.scaffold_1.1371,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1372,FALSE,FALSE,neither
evm.TU.scaffold_1.1373,FALSE,FALSE,neither
evm.TU.scaffold_1.1374,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1375,FALSE,FALSE,neither
evm.TU.scaffold_1.1376,FALSE,FALSE,neither
evm.TU.scaffold_1.1377,FALSE,FALSE,neither
evm.TU.scaffold_1.1378,FALSE,FALSE,neither
evm.TU.scaffold_1.1379,FALSE,FALSE,neither
evm.TU.scaffold_1.138,FALSE,FALSE,neither
evm.TU.scaffold_1.1380,FALSE,FALSE,neither
evm.TU.scaffold_1.1381,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1383,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1384,FALSE,FALSE,neither
evm.TU.scaffold_1.1385,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1386,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1387,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1388,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1389,FALSE,FALSE,neither
evm.TU.scaffold_1.139,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1390,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1392,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1393,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1394,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1395,FALSE,FALSE,neither
evm.TU.scaffold_1.1396,FALSE,FALSE,neither
evm.TU.scaffold_1.1397,FALSE,FALSE,neither
evm.TU.scaffold_1.1398,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1399,FALSE,FALSE,neither
evm.TU.scaffold_1.14,FALSE,FALSE,neither
evm.TU.scaffold_1.140,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1400,FALSE,FALSE,neither
evm.TU.scaffold_1.1401,FALSE,FALSE,neither
evm.TU.scaffold_1.1403,FALSE,FALSE,neither
evm.TU.scaffold_1.1404,FALSE,FALSE,neither
evm.TU.scaffold_1.1405,FALSE,FALSE,neither
evm.TU.scaffold_1.1406,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1407,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1408,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1409,FALSE,FALSE,neither
evm.TU.scaffold_1.141,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1410,FALSE,FALSE,neither
evm.TU.scaffold_1.1411,FALSE,FALSE,neither
evm.TU.scaffold_1.1412,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1413,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1414,FALSE,FALSE,neither
evm.TU.scaffold_1.1415,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1416,FALSE,FALSE,neither
evm.TU.scaffold_1.1417,FALSE,FALSE,neither
evm.TU.scaffold_1.1418,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1419,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.142,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1420,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1421,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1422,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1423,FALSE,FALSE,neither
evm.TU.scaffold_1.1424,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1425,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1426,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1427,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1428,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1429,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.143,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1430,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1431,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1432,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1433,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1434,FALSE,FALSE,neither
evm.TU.scaffold_1.1435,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1436,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1437,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1438,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1439,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1440,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1441,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1442,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1443,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1444,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1445,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1446,FALSE,FALSE,neither
evm.TU.scaffold_1.1447,FALSE,FALSE,neither
evm.TU.scaffold_1.1448,FALSE,TRUE,zygotic
evm.TU.scaffold_1.1449,FALSE,FALSE,neither
evm.TU.scaffold_1.145,FALSE,FALSE,neither
evm.TU.scaffold_1.1450,FALSE,FALSE,neither
evm.TU.scaffold_1.1452,FALSE,FALSE,neither
evm.TU.scaffold_1.1454,TRUE,TRUE,maternal zygotic
evm.TU.scaffold_1.1455,TRUE,TRUE,maternal zygotic
