"wt.1.NC13.opaKD1.23003FL.09.01.25"	"ac.1.NC13.opaKD1.23003FL.09.01.26"	"dsred.2.NC13.opaKD1.23003FL.09.01.27"	"opa.2.NC13.opaKD1.23003FL.09.01.28"	"opa.3.NC13.opaKD1.23003FL.09.01.29"	"opa.4.NC13.opaKD1.23003FL.09.01.30"	"wt.2.NC13.opaKD3.23003FL.09.02.05"	"ac.2.NC13.opaKD3.23003FL.09.02.06"	"dsred.3.NC13.opaKD3.23003FL.09.02.07"	"dsred.4.NC13.opaKD3.23003FL.09.02.08"	"opa.5.NC13.opaKD3.23003FL.09.02.09"	"wt.3.NC13.opaKD4.23003FL.09.02.13"	"ac.3.NC13.opaKD4.23003FL.09.02.14"	"ac.4.NC13.opaKD4.23003FL.09.02.15"	"opa.6.NC13.opaKD4.23003FL.09.02.16"	"opa.7.NC13.opaKD4.23003FL.09.02.17"	"opa.8.NC13.opaKD4.23003FL.09.02.18"	"opa.9.NC13.opaKD4.23003FL.09.02.19"
"evm.TU.scaffold_7.2145"	480	425	367	564	317	511	554	489	447	394	457	497	1522	1465	744	800	592	816
"evm.TU.scaffold_7.2146_evm.TU.scaffold_7.2147"	62	37	33	63	46	37	112	53	73	58	29	82	90	70	33	11	11	41
"evm.TU.scaffold_7.2148"	101	136	101	160	108	77	49	42	72	31	40	42	248	218	177	70	80	125
"evm.TU.scaffold_7.2149"	46	24	12	20	12	21	32	12	29	14	46	23	58	62	41	35	38	45
"evm.TU.scaffold_7.215"	1	0	8	0	0	0	0	6	12	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2150"	16	1	11	6	0	2	4	6	5	7	25	12	2	8	7	30	2	5
"evm.TU.scaffold_7.2151"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2152"	1084	1875	1490	2395	1267	997	128	477	284	180	443	246	905	586	426	106	296	173
"evm.TU.scaffold_7.2153"	269	283	312	524	411	252	375	190	593	424	481	562	192	173	339	369	230	269
"evm.TU.scaffold_7.2154"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2155"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2156"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"evm.TU.scaffold_7.2157"	50	67	10	102	51	43	64	47	37	66	42	45	32	51	47	10	32	63
"evm.TU.scaffold_7.2158"	116	115	54	191	75	74	163	86	49	90	56	120	118	167	112	125	89	65
"evm.TU.scaffold_7.2159"	46	9	31	36	48	53	126	46	98	98	67	93	116	129	93	45	33	70
"evm.TU.scaffold_7.216"	471	392	496	1160	888	389	879	416	1175	765	912	1689	266	582	497	239	211	267
"evm.TU.scaffold_7.2160"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2162"	70	88	81	133	65	91	102	38	70	35	35	36	68	107	116	66	62	204
"evm.TU.scaffold_7.2163"	117	246	124	199	164	103	116	63	85	61	39	96	129	84	48	21	46	11
"evm.TU.scaffold_7.2164"	230	524	266	301	285	352	155	614	172	181	409	168	727	489	483	188	918	236
"evm.TU.scaffold_7.2165"	0	2	0	0	0	4	0	0	0	0	3	0	0	0	1	1	0	0
"evm.TU.scaffold_7.2166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2167"	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0
"evm.TU.scaffold_7.2168"	1	1	0	0	0	1	4	3	3	0	7	0	0	2	0	2	0	0
"evm.TU.scaffold_7.2169"	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
"evm.TU.scaffold_7.217"	19	4	39	20	21	18	47	29	37	16	18	27	74	56	17	40	9	16
"evm.TU.scaffold_7.2170"	8	0	5	0	0	1	1	0	0	1	5	0	0	3	0	0	0	11
"evm.TU.scaffold_7.2171"	1260	1372	1028	1715	876	1190	1213	1227	1048	959	1044	1050	3305	2856	1444	954	738	960
"evm.TU.scaffold_7.2172"	804	922	596	1000	537	719	590	801	704	654	852	479	1305	1068	778	728	658	909
"evm.TU.scaffold_7.2173"	8	0	0	0	0	0	25	3	0	0	29	3	0	0	0	4	0	11
"evm.TU.scaffold_7.2174"	1055	967	704	1246	763	957	875	1305	883	859	1202	846	3890	2773	1952	1758	1666	2078
"evm.TU.scaffold_7.2175"	103	181	288	264	188	101	70	62	90	73	72	99	93	85	74	30	60	47
"evm.TU.scaffold_7.2176"	186	199	98	234	149	141	109	162	117	108	158	90	348	279	254	282	213	181
"evm.TU.scaffold_7.2178"	1981	2378	2220	3160	2591	1738	450	1050	832	609	1010	500	1622	1141	903	316	593	279
"evm.TU.scaffold_7.2179"	8842	13567	4057	11791	7130	12167	16049	10321	23239	15717	19364	18351	8498	11323	12906	8391	9269	7263
"evm.TU.scaffold_7.218"	12	13	38	34	22	23	37	17	6	21	9	13	48	64	4	6	14	16
"evm.TU.scaffold_7.2180"	2064	2201	1361	2623	1469	2047	1935	1641	1785	1743	1811	1822	3146	2811	2077	1580	1391	1724
"evm.TU.scaffold_7.2181"	344	357	252	449	340	375	564	309	495	529	445	421	237	298	388	441	226	239
"evm.TU.scaffold_7.2182"	20	36	19	39	32	63	35	19	59	35	71	58	27	17	22	92	57	40
"evm.TU.scaffold_7.2183"	203	167	143	290	122	171	473	221	275	255	235	361	344	421	160	495	103	253
"evm.TU.scaffold_7.2184"	112	131	117	241	178	126	43	37	81	124	150	32	41	27	144	126	113	126
"evm.TU.scaffold_7.2185"	96	71	55	115	91	56	35	48	30	27	56	30	95	53	79	55	105	180
"evm.TU.scaffold_7.2186"	32	91	83	55	69	34	15	46	17	18	32	37	68	36	41	21	21	23
"evm.TU.scaffold_7.2187"	219	330	273	397	293	371	331	305	304	355	407	428	388	367	458	404	277	222
"evm.TU.scaffold_7.2189"	540	494	520	660	479	433	360	392	510	314	454	429	495	393	347	152	208	297
"evm.TU.scaffold_7.219"	54	32	38	38	25	57	111	73	101	46	58	115	65	83	48	23	10	60
"evm.TU.scaffold_7.2190"	461	468	504	678	452	410	303	265	302	255	296	293	442	424	356	186	225	195
"evm.TU.scaffold_7.2191"	916	965	647	1191	974	955	512	668	757	580	764	524	846	785	851	1265	1293	1227
"evm.TU.scaffold_7.2192"	55	39	42	78	58	60	47	28	19	16	59	27	80	61	38	74	92	91
"evm.TU.scaffold_7.2193"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2194"	1	0	0	0	2	6	6	10	1	3	70	0	9	2	1	10	0	4
"evm.TU.scaffold_7.2195"	643	429	401	729	633	558	622	464	526	525	600	524	474	631	740	639	709	906
"evm.TU.scaffold_7.2196"	0	0	0	0	0	0	4	0	8	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2197"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2198"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.220"	61	82	54	81	107	92	179	87	161	234	177	263	55	99	127	211	201	84
"evm.TU.scaffold_7.2200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2201"	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1
"evm.TU.scaffold_7.2202"	1604	2010	1505	2184	1369	1317	933	1977	1675	885	1498	1193	2102	1625	667	384	607	551
"evm.TU.scaffold_7.2203"	892	1256	628	1554	962	1112	1071	1314	1774	1660	2353	1454	1212	1551	1912	1374	1942	1858
"evm.TU.scaffold_7.2204"	1230	2191	1751	2165	1483	1215	605	805	708	477	644	668	1093	734	484	276	393	342
"evm.TU.scaffold_7.2205"	710	1419	420	1260	906	1208	1302	875	1821	1676	2160	1538	645	1209	1764	2449	1989	2309
"evm.TU.scaffold_7.2206"	60	46	91	141	33	61	77	55	70	48	32	62	126	134	95	71	98	17
"evm.TU.scaffold_7.2207"	649	631	343	800	444	612	828	789	876	884	1021	917	1203	1277	1010	1207	935	1682
"evm.TU.scaffold_7.2208"	4	11	8	4	0	6	2	9	18	2	11	5	3	4	7	1	1	0
"evm.TU.scaffold_7.2209"	200	207	104	239	183	205	846	220	647	617	546	666	141	246	285	394	302	220
"evm.TU.scaffold_7.221"	483	856	289	633	330	534	196	384	343	230	467	259	931	840	493	374	487	558
"evm.TU.scaffold_7.2210"	579	461	305	473	430	493	1033	441	891	790	852	860	577	676	711	956	902	959
"evm.TU.scaffold_7.2211"	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"evm.TU.scaffold_7.2212"	32	65	17	46	20	27	12	42	19	15	10	31	35	28	57	25	80	58
"evm.TU.scaffold_7.2213"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2214"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2215"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2216"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.222"	297	436	267	490	418	286	1021	405	655	541	445	865	168	390	325	326	303	332
"evm.TU.scaffold_7.2221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2222"	0	0	0	0	8	0	2	0	0	0	1	6	6	0	0	4	3	0
"evm.TU.scaffold_7.2223"	72	56	19	68	26	24	30	31	64	18	23	25	70	63	63	68	52	42
"evm.TU.scaffold_7.2224"	173	102	159	230	142	148	80	89	137	74	175	76	263	208	146	137	176	262
"evm.TU.scaffold_7.2225"	312	228	253	388	237	210	276	191	181	168	243	208	447	547	253	227	245	233
"evm.TU.scaffold_7.2227"	4351	6111	4411	6448	4493	4799	1713	4049	2840	2217	4081	2426	5068	3859	2977	1091	2370	1213
"evm.TU.scaffold_7.2228"	2142	2118	2068	2902	1432	1777	2223	2018	1830	1098	1182	1991	3007	3462	1383	1247	893	1339
"evm.TU.scaffold_7.223"	45	28	11	45	47	16	35	36	43	24	73	49	13	13	8	16	11	29
"evm.TU.scaffold_7.2230"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2231"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2232"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2234"	376	592	226	477	352	430	1156	669	1078	822	745	1009	560	542	467	252	294	252
"evm.TU.scaffold_7.2235"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2236"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2237"	794	916	615	1121	608	934	2000	898	1490	1168	1287	1765	771	955	926	700	590	591
"evm.TU.scaffold_7.2238"	321	283	363	403	282	331	783	366	606	458	258	500	439	499	203	121	137	100
"evm.TU.scaffold_7.2239"	128	40	55	77	102	26	339	30	61	96	200	44	41	23	58	57	71	60
"evm.TU.scaffold_7.224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2240"	2	0	0	1	0	0	2	0	0	2	3	0	0	0	0	1	0	0
"evm.TU.scaffold_7.2241"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2242"	1507	1377	969	1334	1083	1330	1526	1342	1576	1401	2079	1206	1322	1380	1410	2274	1976	1774
"evm.TU.scaffold_7.2243"	73	60	66	94	57	84	73	87	70	61	87	64	40	76	69	50	38	105
"evm.TU.scaffold_7.2244"	240	285	209	266	225	223	262	276	269	183	203	318	490	450	274	258	282	323
"evm.TU.scaffold_7.2246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2247"	547	355	404	717	434	480	339	543	495	386	456	406	1300	958	834	668	640	780
"evm.TU.scaffold_7.2248"	174	171	92	225	147	184	643	206	666	691	633	695	55	185	368	705	387	450
"evm.TU.scaffold_7.2249"	292	245	175	368	113	157	373	321	326	223	220	286	627	729	258	280	230	305
"evm.TU.scaffold_7.225"	3938	4627	3412	4653	3110	4030	2728	4670	3753	2528	3962	3384	4796	5455	3705	1857	2590	1679
"evm.TU.scaffold_7.2250"	327	250	279	444	235	278	248	377	312	179	270	246	882	812	327	169	195	244
"evm.TU.scaffold_7.2251"	5489	7636	2952	9806	6275	7179	8194	8345	13297	9468	12068	9619	4945	7604	11413	17350	12660	18108
"evm.TU.scaffold_7.2252"	243	308	181	235	238	334	15	46	28	34	52	24	253	180	261	87	287	276
"evm.TU.scaffold_7.2253"	270	270	164	330	326	331	143	211	168	190	233	224	289	172	359	290	514	572
"evm.TU.scaffold_7.2254"	245	337	308	529	286	178	85	189	84	93	190	90	200	200	190	103	219	72
"evm.TU.scaffold_7.2255"	63	64	53	117	73	58	7	25	23	22	22	10	81	30	23	21	24	81
"evm.TU.scaffold_7.2256"	41	80	32	97	14	56	48	40	51	37	86	50	79	42	50	80	45	12
"evm.TU.scaffold_7.2257"	3343	4446	3222	5465	4049	4116	1961	3118	3628	2727	4689	3202	2959	3066	4812	2427	5675	3751
"evm.TU.scaffold_7.2258"	316	230	345	376	371	271	219	303	193	154	282	253	283	315	195	67	191	78
"evm.TU.scaffold_7.2259"	304	526	378	533	601	378	94	165	146	210	295	189	295	181	415	167	616	309
"evm.TU.scaffold_7.226"	445	349	358	484	297	365	411	346	233	215	191	388	584	628	284	128	156	157
"evm.TU.scaffold_7.2260"	4160	5502	3631	6606	5165	4921	2855	4526	6738	5712	10041	5324	3398	4710	7950	6300	8320	5658
"evm.TU.scaffold_7.2261"	22	37	49	31	57	58	7	21	6	6	17	8	26	10	43	5	34	0
"evm.TU.scaffold_7.2262"	29	82	3	33	51	19	30	36	28	18	35	50	21	28	69	34	98	84
"evm.TU.scaffold_7.2263"	1892	2372	1552	2644	1700	1787	1943	1549	1806	1010	1273	1677	1806	1735	1083	485	710	472
"evm.TU.scaffold_7.2264"	1649	1384	1039	2366	1540	1694	4422	1801	4733	3486	2807	4481	1168	2416	1622	1708	1440	1046
"evm.TU.scaffold_7.2265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2266"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2267"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2268"	153	205	175	384	126	176	255	86	128	83	101	179	208	206	95	108	37	74
"evm.TU.scaffold_7.2269"	1	0	1	1	0	0	1	0	0	3	0	3	5	0	0	0	1	1
"evm.TU.scaffold_7.227"	40	38	46	22	18	22	71	6	30	40	13	40	16	45	12	22	0	8
"evm.TU.scaffold_7.2270"	0	0	0	0	4	0	5	0	0	0	4	0	0	12	0	0	0	0
"evm.TU.scaffold_7.2271"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2272"	2287	2155	1451	3363	2291	1827	1312	1281	1280	1307	1349	1234	2968	2363	2132	2800	2663	3192
"evm.TU.scaffold_7.2273"	546	502	340	646	600	481	434	356	414	512	573	421	405	506	592	644	584	862
"evm.TU.scaffold_7.2274"	423	466	472	836	365	298	328	306	308	221	228	280	620	678	268	209	187	473
"evm.TU.scaffold_7.2275"	237	222	179	430	207	232	177	202	314	185	308	335	595	602	432	310	244	552
"evm.TU.scaffold_7.2276"	135	198	174	254	154	110	97	93	104	51	77	92	248	171	96	35	30	6
"evm.TU.scaffold_7.2277"	1808	1910	1790	3224	1331	1551	475	798	709	376	661	524	1693	1730	884	370	474	497
"evm.TU.scaffold_7.2279"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.228"	36	9	33	46	17	32	54	46	35	20	20	31	194	83	37	2	17	2
"evm.TU.scaffold_7.2280"	129	111	159	204	179	162	49	68	101	55	64	67	176	195	136	40	102	150
"evm.TU.scaffold_7.2281"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2283_evm.TU.scaffold_7.2284"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2288"	11	28	38	14	13	0	0	1	0	0	0	0	0	8	0	0	0	0
"evm.TU.scaffold_7.2291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2292"	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
"evm.TU.scaffold_7.2293"	1493	1546	1561	2015	1564	1201	247	711	541	326	546	412	1093	933	566	85	364	222
"evm.TU.scaffold_7.2294"	2667	3126	1271	3163	1194	2309	3438	3248	2431	1756	2251	2518	6323	8118	2902	2872	1981	2362
"evm.TU.scaffold_7.2295_evm.TU.scaffold_7.2296"	85	81	139	210	112	73	15	26	16	24	45	22	133	65	29	6	20	50
"evm.TU.scaffold_7.2297"	989	1253	940	1610	1420	1125	884	706	1193	905	950	871	811	862	874	339	634	464
"evm.TU.scaffold_7.2299"	1257	1381	761	1229	760	1217	934	1005	1095	796	1016	780	1441	1292	799	790	777	845
"evm.TU.scaffold_7.23"	0	0	0	1	0	0	0	0	0	0	17	5	0	0	5	0	0	0
"evm.TU.scaffold_7.2300"	3751	3199	2066	4024	2464	3676	5001	3771	3295	2572	3392	3911	7219	7360	3576	3471	2722	3258
"evm.TU.scaffold_7.2301"	1026	1125	728	1340	948	1180	3190	1937	2875	2663	2099	2974	1275	2275	2093	1809	1988	1448
"evm.TU.scaffold_7.2302"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2303"	30	33	22	66	33	45	64	29	35	27	21	63	50	61	35	17	16	12
"evm.TU.scaffold_7.2304"	2160	1795	1451	2277	1473	2134	2514	2056	2373	1738	1974	1895	2973	3277	2081	1865	1392	1521
"evm.TU.scaffold_7.2305"	909	1051	659	1161	811	1197	1257	1037	1484	982	1088	1041	1747	1765	1169	640	518	363
"evm.TU.scaffold_7.2307"	488	518	351	697	504	463	194	304	323	234	381	229	597	361	497	529	454	580
"evm.TU.scaffold_7.2308"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2309"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.231"	290	349	241	368	155	227	430	279	223	217	275	312	677	695	352	268	96	262
"evm.TU.scaffold_7.2310"	3	15	0	16	0	0	25	1	2	2	2	1	0	7	4	0	1	0
"evm.TU.scaffold_7.2311"	1322	1246	814	1397	1206	1214	1067	845	1459	1329	1645	1111	1491	1282	1267	1137	1157	1121
"evm.TU.scaffold_7.2312"	8	0	0	7	6	7	3	0	5	4	12	5	7	3	3	2	1	5
"evm.TU.scaffold_7.2313"	732	1436	566	1604	730	1142	269	703	779	443	925	536	1381	1288	788	295	416	386
"evm.TU.scaffold_7.2314"	686	571	437	796	559	699	1509	840	1553	1414	1355	1478	619	952	1106	853	1014	738
"evm.TU.scaffold_7.2315"	1313	1031	849	1509	1051	1175	1865	1318	2123	1714	1758	1950	1385	1594	1809	1707	1980	1777
"evm.TU.scaffold_7.2316"	119	145	122	187	130	122	118	137	150	62	108	90	188	260	133	42	42	22
"evm.TU.scaffold_7.2317_evm.TU.scaffold_7.2318"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"evm.TU.scaffold_7.2319"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.232"	1656	1720	1185	2101	933	1648	1215	1837	1265	874	1280	1035	4919	3879	1602	1400	1388	1419
"evm.TU.scaffold_7.2320"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2322"	222	287	220	414	177	182	312	129	189	133	195	188	209	264	215	117	123	100
"evm.TU.scaffold_7.2323"	0	0	0	0	0	0	0	0	0	2	6	0	3	0	0	0	0	0
"evm.TU.scaffold_7.2324"	2939	2831	1598	3730	2610	2544	8195	3517	7705	5916	4469	8460	2408	3936	3098	3196	2759	2416
"evm.TU.scaffold_7.2325"	382	238	189	333	275	273	212	184	196	164	281	188	319	316	338	356	360	516
"evm.TU.scaffold_7.2326"	8	0	0	1	0	0	0	1	6	0	2	0	0	0	6	1	8	1
"evm.TU.scaffold_7.2327"	266	387	210	529	205	217	432	229	290	162	190	282	362	349	95	89	116	67
"evm.TU.scaffold_7.2328"	1033	1249	830	1259	1026	983	1133	760	1142	747	604	985	702	738	507	411	482	361
"evm.TU.scaffold_7.2329"	9793	9651	6522	8861	7687	10850	13110	10274	12260	10021	12097	11702	10758	10544	9944	9528	9627	9097
"evm.TU.scaffold_7.233"	135	165	125	279	98	128	211	188	180	131	114	123	205	233	107	76	59	35
"evm.TU.scaffold_7.2330"	0	14	3	5	5	5	0	0	0	0	0	0	2	1	3	0	4	4
"evm.TU.scaffold_7.2331"	670	363	473	510	492	705	416	366	672	434	728	522	522	349	778	626	520	798
"evm.TU.scaffold_7.2332"	0	16	0	0	0	0	4	0	0	0	4	0	1	3	0	0	0	0
"evm.TU.scaffold_7.2333"	615	445	417	765	451	445	762	384	511	407	498	598	974	1095	736	918	614	854
"evm.TU.scaffold_7.2334"	978	1356	1100	1224	914	1036	606	1022	757	661	785	683	2033	1575	813	273	535	342
"evm.TU.scaffold_7.2335"	3515	4285	2779	4859	2288	3457	2246	4616	2863	2206	2870	2311	10583	8963	4114	1865	2446	2390
"evm.TU.scaffold_7.2336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2337_evm.TU.scaffold_7.2338"	61	28	46	28	52	55	126	68	69	115	101	79	79	55	108	74	61	145
"evm.TU.scaffold_7.234"	0	4	2	11	0	18	17	14	16	11	25	3	1	1	7	12	12	0
"evm.TU.scaffold_7.2340"	3106	1930	1556	2606	2345	2830	4565	3231	3775	3631	4039	4239	4195	3818	4704	5604	4218	5915
"evm.TU.scaffold_7.2341"	2383	3394	2290	3981	3479	3299	1547	2638	3738	3290	4388	3017	1848	2040	3231	2490	3356	2792
"evm.TU.scaffold_7.2342"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2343"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2344"	51	31	24	30	27	51	75	22	53	65	33	63	28	35	34	112	70	42
"evm.TU.scaffold_7.2345"	59	27	27	64	83	65	140	49	110	73	106	89	50	80	90	184	132	186
"evm.TU.scaffold_7.2346"	9	1	11	4	13	3	19	9	13	11	17	14	4	13	9	20	16	21
"evm.TU.scaffold_7.2347"	0	0	0	0	2	0	25	0	7	15	1	6	1	0	0	2	0	0
"evm.TU.scaffold_7.2348"	0	0	6	1	3	0	19	0	18	13	0	14	3	0	0	0	0	0
"evm.TU.scaffold_7.2349"	2292	3242	2718	3779	3567	2503	942	1338	1493	1104	2474	1240	1428	1094	1549	736	1371	915
"evm.TU.scaffold_7.235"	10890	13226	8972	14005	5355	8627	7270	10917	5441	3296	4628	5850	24985	23135	7160	5403	4728	8109
"evm.TU.scaffold_7.2350"	669	876	884	1182	1060	675	47	351	170	169	446	174	346	228	203	40	137	63
"evm.TU.scaffold_7.2351"	633	947	590	872	926	610	175	393	299	243	716	216	568	405	504	321	448	324
"evm.TU.scaffold_7.2352"	7	55	5	11	46	33	0	4	6	6	7	11	11	20	16	2	4	0
"evm.TU.scaffold_7.2353"	1572	1912	1192	2567	2122	1594	554	1199	1716	1053	1661	1381	993	914	864	412	713	427
"evm.TU.scaffold_7.2354"	9094	11208	5519	11807	7620	9383	6729	6503	7448	6021	6831	6410	9136	8335	7150	6629	5512	5596
"evm.TU.scaffold_7.2355"	352	399	239	575	299	305	320	334	353	317	316	361	768	603	518	622	341	407
"evm.TU.scaffold_7.2356"	111	238	168	313	84	118	97	107	81	88	98	99	355	289	162	83	38	115
"evm.TU.scaffold_7.2357"	2	14	0	2	9	0	0	6	2	13	0	8	2	1	0	0	19	0
"evm.TU.scaffold_7.2358"	0	2	0	0	0	0	0	0	0	9	1	5	0	0	0	0	0	0
"evm.TU.scaffold_7.2359"	325	282	352	379	308	219	396	230	369	161	144	282	250	243	82	32	51	18
"evm.TU.scaffold_7.236"	414	339	304	322	262	324	973	338	625	434	408	819	259	658	364	134	171	165
"evm.TU.scaffold_7.2360"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
"evm.TU.scaffold_7.2361"	1321	829	821	1387	969	887	673	1062	813	679	1080	784	1954	1793	1233	1036	1200	1392
"evm.TU.scaffold_7.2362"	3	12	2	3	4	0	0	1	6	2	5	3	4	0	0	10	0	8
"evm.TU.scaffold_7.2363"	192	148	129	274	158	164	816	321	501	368	257	528	129	194	210	165	152	170
"evm.TU.scaffold_7.2364"	4264	6315	2595	6418	3720	6006	8848	7664	12687	9391	11714	10286	5085	7105	10106	10798	11142	8690
"evm.TU.scaffold_7.2365"	1869	3273	1632	4075	2189	2702	3578	2438	4992	3383	4691	4104	1777	2784	4091	3493	5347	2930
"evm.TU.scaffold_7.2366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2367"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_7.2369"	292	463	166	397	249	297	953	383	631	472	399	863	381	526	333	201	247	188
"evm.TU.scaffold_7.2370"	1364	1815	1250	1781	1385	1375	1015	1206	1165	937	1269	1112	1596	1352	1173	694	1133	625
"evm.TU.scaffold_7.2371"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
"evm.TU.scaffold_7.2372"	1025	948	553	1364	922	982	727	657	1010	978	1262	986	1246	1110	1268	1625	1471	2293
"evm.TU.scaffold_7.2373"	1459	1753	1274	2011	1335	1399	1693	1812	1887	1389	2001	1876	1471	1592	1143	615	1063	420
"evm.TU.scaffold_7.2374"	5532	7732	4232	7710	3869	5080	4074	4342	4662	2305	3101	3790	6691	6887	3087	2456	1879	2292
"evm.TU.scaffold_7.2377"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
"evm.TU.scaffold_7.2378"	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	2	7	2
"evm.TU.scaffold_7.2379"	328	327	250	504	404	376	1309	349	1204	760	555	1056	173	554	323	228	185	384
"evm.TU.scaffold_7.238"	48	21	29	34	18	13	93	43	31	7	72	69	63	65	19	4	10	32
"evm.TU.scaffold_7.2380"	236	324	235	562	337	376	278	305	372	388	446	258	408	436	452	322	408	394
