"wt.1.NC13.opaKD1.23003FL.09.01.25"	"ac.1.NC13.opaKD1.23003FL.09.01.26"	"dsred.2.NC13.opaKD1.23003FL.09.01.27"	"opa.2.NC13.opaKD1.23003FL.09.01.28"	"opa.3.NC13.opaKD1.23003FL.09.01.29"	"opa.4.NC13.opaKD1.23003FL.09.01.30"	"wt.2.NC13.opaKD3.23003FL.09.02.05"	"ac.2.NC13.opaKD3.23003FL.09.02.06"	"dsred.3.NC13.opaKD3.23003FL.09.02.07"	"dsred.4.NC13.opaKD3.23003FL.09.02.08"	"opa.5.NC13.opaKD3.23003FL.09.02.09"	"wt.3.NC13.opaKD4.23003FL.09.02.13"	"ac.3.NC13.opaKD4.23003FL.09.02.14"	"ac.4.NC13.opaKD4.23003FL.09.02.15"	"opa.6.NC13.opaKD4.23003FL.09.02.16"	"opa.7.NC13.opaKD4.23003FL.09.02.17"	"opa.8.NC13.opaKD4.23003FL.09.02.18"	"opa.9.NC13.opaKD4.23003FL.09.02.19"
"evm.TU.scaffold_2.1833"	20	18	43	36	23	13	36	4	10	17	4	18	15	41	21	46	7	7
"evm.TU.scaffold_2.1834"	706	598	615	1082	509	557	1121	966	633	651	707	883	2749	2591	924	661	510	746
"evm.TU.scaffold_2.1835"	1787	1224	971	1720	1198	1337	862	1187	959	823	1208	944	2309	2051	1702	1561	1478	1326
"evm.TU.scaffold_2.1836"	367	445	544	462	434	477	178	314	239	170	204	217	453	346	264	78	287	166
"evm.TU.scaffold_2.1837"	37	48	32	86	37	53	6	25	31	20	56	20	98	46	34	52	50	46
"evm.TU.scaffold_2.1838"	43	51	32	90	75	44	30	25	30	33	42	35	34	57	37	16	30	51
"evm.TU.scaffold_2.1839"	893	1093	749	1162	829	744	390	426	467	224	290	394	696	727	371	82	171	161
"evm.TU.scaffold_2.184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1840"	57	29	46	89	59	56	66	22	47	29	35	44	90	61	94	80	32	54
"evm.TU.scaffold_2.1841_evm.TU.scaffold_2.1843"	1561	3514	2587	2888	2032	2673	382	2887	1164	1072	2318	621	5136	3634	4629	2528	6616	3903
"evm.TU.scaffold_2.1844"	27	67	37	54	41	49	7	27	5	14	36	26	66	32	48	0	22	0
"evm.TU.scaffold_2.1845"	78	48	18	65	47	106	177	101	204	125	206	154	72	109	96	143	30	164
"evm.TU.scaffold_2.1846"	378	331	244	590	178	220	342	308	205	190	201	321	592	803	215	236	194	283
"evm.TU.scaffold_2.1847"	4	0	1	0	3	0	1	0	0	3	5	2	3	0	18	2	0	0
"evm.TU.scaffold_2.1848"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1849"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.185"	0	4	0	7	2	2	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1850"	134	85	98	159	113	85	143	93	97	103	113	118	214	169	161	243	104	221
"evm.TU.scaffold_2.1852"	7	0	0	0	0	0	5	0	0	4	5	0	0	0	0	14	0	0
"evm.TU.scaffold_2.1853"	1	0	0	0	0	5	0	1	0	0	0	0	0	9	1	3	6	0
"evm.TU.scaffold_2.1854"	5693	6091	4933	5322	4517	6675	2024	7506	2342	3431	4617	3054	7951	6244	5576	3938	8438	4409
"evm.TU.scaffold_2.1855"	2607	2796	1659	2159	1888	3172	989	4203	925	1649	1879	1244	5261	4298	3801	2738	6381	3679
"evm.TU.scaffold_2.1856"	11	0	5	30	13	2	4	7	7	20	0	2	38	41	4	32	6	0
"evm.TU.scaffold_2.1857"	5519	6972	4893	5163	4275	7013	4196	14667	4341	5988	6714	5613	11265	8658	6889	6264	11192	6106
"evm.TU.scaffold_2.1858"	6368	7921	4928	6870	4803	6887	3124	12297	3699	5268	6009	4506	10177	7463	5795	4662	10272	3906
"evm.TU.scaffold_2.1859"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"evm.TU.scaffold_2.1860"	3943	5508	3566	3333	2706	5049	2141	9986	1827	3165	3679	2601	8613	5950	4689	3615	8313	3594
"evm.TU.scaffold_2.1861"	16	5	16	14	5	11	2	11	0	1	4	5	8	4	5	5	0	2
"evm.TU.scaffold_2.1862"	8416	9100	7176	9618	6949	10306	3916	13987	5171	5559	8023	4804	12896	12106	12469	10425	18790	10605
"evm.TU.scaffold_2.1863"	11048	11189	8195	10032	8540	12813	7952	22292	9230	10061	15539	9274	21061	19216	19840	16436	26658	16949
"evm.TU.scaffold_2.1864"	7206	6746	4985	5817	5243	8304	3114	9474	4128	5055	7320	4454	9573	8798	10577	8230	13989	8865
"evm.TU.scaffold_2.1865"	12889	13600	10966	11205	9184	14753	7212	21218	8357	9158	13909	8910	23660	20071	17820	11739	19102	11259
"evm.TU.scaffold_2.1866"	11049	11641	8913	11379	9541	13346	7399	19894	8659	10050	15159	8643	17465	14900	16319	13117	21551	12851
"evm.TU.scaffold_2.1867"	15354	16110	11746	16322	11944	18399	12324	31616	14899	18394	23565	15249	27189	23601	25141	22033	34121	21242
"evm.TU.scaffold_2.1868"	10	4	20	42	8	7	15	13	17	2	17	2	10	9	8	0	4	13
"evm.TU.scaffold_2.1869"	0	0	8	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0
"evm.TU.scaffold_2.187"	1	0	5	5	0	1	2	1	5	3	2	8	0	0	0	0	0	0
"evm.TU.scaffold_2.1873"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1874"	1	0	3	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1878"	0	0	0	0	0	0	1	10	0	0	2	0	0	0	0	0	5	0
"evm.TU.scaffold_2.1879"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1880"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1881"	206	181	119	349	168	183	148	160	143	151	147	234	258	206	232	407	312	515
"evm.TU.scaffold_2.1882"	473	502	227	451	427	321	296	321	281	356	416	185	472	470	510	596	816	554
"evm.TU.scaffold_2.1883"	84	201	42	132	73	88	74	67	63	47	85	53	179	85	100	99	101	111
"evm.TU.scaffold_2.1884"	91	56	30	53	66	65	67	70	74	64	115	119	231	224	98	150	57	77
"evm.TU.scaffold_2.1885"	103	69	19	127	76	79	123	44	69	66	103	125	125	88	83	62	168	149
"evm.TU.scaffold_2.1886"	0	10	0	0	3	0	23	4	0	16	13	25	4	1	0	22	8	0
"evm.TU.scaffold_2.1887"	1	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1888"	4	4	0	0	3	7	17	23	13	4	0	5	7	0	11	0	7	0
"evm.TU.scaffold_2.1889"	103	107	73	113	96	55	97	66	150	86	123	177	80	82	94	136	106	161
"evm.TU.scaffold_2.1890"	778	928	525	1258	358	693	463	941	561	401	779	484	2530	2287	1014	581	783	642
"evm.TU.scaffold_2.1891"	207	257	135	245	172	181	103	51	90	93	40	60	140	179	146	121	156	227
"evm.TU.scaffold_2.1892"	459	666	356	658	327	402	77	285	113	120	183	68	558	265	166	55	75	62
"evm.TU.scaffold_2.1893"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1894"	3	0	0	18	0	0	8	10	0	0	14	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1895"	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0
"evm.TU.scaffold_2.1896"	5	3	1	0	0	0	2	2	3	4	4	1	1	2	1	15	21	19
"evm.TU.scaffold_2.1897"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1898"	214	253	207	172	294	163	106	82	94	119	121	89	163	137	88	36	64	60
"evm.TU.scaffold_2.1899"	11790	14386	11487	18531	12065	13607	15405	15359	17882	12083	14413	16199	14160	16739	11619	6727	8983	5775
"evm.TU.scaffold_2.19"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1901"	7	5	7	3	10	7	0	4	6	3	22	2	8	3	12	4	7	7
"evm.TU.scaffold_2.1902"	15	19	24	25	21	15	10	21	23	23	17	9	63	49	45	54	31	14
"evm.TU.scaffold_2.1903"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1904"	4813	6223	3677	7604	5138	4962	6005	3709	5336	3880	4073	6034	4159	4370	3188	1584	2002	1034
"evm.TU.scaffold_2.1905"	107	105	81	157	65	75	125	65	61	69	74	106	215	220	123	83	68	49
"evm.TU.scaffold_2.1908"	433	636	229	640	404	475	587	361	761	506	602	527	414	353	529	638	502	359
"evm.TU.scaffold_2.1909"	1	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1910"	1	0	0	0	0	0	3	6	0	1	0	0	0	0	5	0	1	0
"evm.TU.scaffold_2.1911"	10	12	18	22	10	10	11	4	6	10	20	26	10	0	17	20	8	41
"evm.TU.scaffold_2.1912"	544	636	302	614	487	502	602	301	256	299	309	248	484	278	298	161	404	132
"evm.TU.scaffold_2.1914"	702	1304	578	1162	1011	1271	261	1044	691	710	1308	591	1047	887	1303	823	1643	1297
"evm.TU.scaffold_2.1915"	2	2	2	0	5	0	3	0	0	0	0	0	2	0	0	0	5	0
"evm.TU.scaffold_2.1916"	190	197	280	216	282	183	296	114	145	148	167	260	110	114	68	56	151	88
"evm.TU.scaffold_2.1917"	2	0	0	5	3	0	0	0	6	0	0	0	4	0	0	0	0	0
"evm.TU.scaffold_2.1918"	3	0	0	0	0	0	0	0	5	3	0	0	0	2	0	0	0	0
"evm.TU.scaffold_2.1919"	2	12	0	0	0	0	2	0	0	0	2	2	16	0	0	0	0	0
"evm.TU.scaffold_2.1920"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1923"	2	7	0	1	0	2	0	0	0	0	0	0	0	3	8	0	0	0
"evm.TU.scaffold_2.1924"	6330	7050	6026	9269	6908	7324	4381	5343	5647	4478	6043	5978	6526	7402	5093	1708	3395	2330
"evm.TU.scaffold_2.1925"	2693	2272	1493	2844	2448	2399	2595	2050	2461	2717	2686	2464	2230	2160	3096	3922	3166	3539
"evm.TU.scaffold_2.1926"	543	874	586	1101	799	679	328	461	548	405	569	463	568	603	367	123	317	149
"evm.TU.scaffold_2.1928"	4826	4958	3460	5921	3649	5075	5287	5009	5846	4678	5552	5308	7319	7795	5737	5424	4905	6034
"evm.TU.scaffold_2.1929"	83	103	71	30	86	77	45	42	47	26	26	13	34	40	31	36	38	10
"evm.TU.scaffold_2.1930"	70	123	130	137	117	67	3	39	5	10	36	15	54	31	39	6	6	2
"evm.TU.scaffold_2.1931"	947	1263	1264	1326	804	883	215	755	467	275	380	322	1076	719	469	215	466	353
"evm.TU.scaffold_2.1932"	53	111	55	79	66	73	6	93	45	47	81	44	102	165	178	131	249	172
"evm.TU.scaffold_2.1935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1936"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1937"	4	2	0	1	3	3	0	0	0	0	0	0	0	0	1	0	0	4
"evm.TU.scaffold_2.1938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1939"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.194"	2	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	0
"evm.TU.scaffold_2.1940"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1942"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1943"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1944"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1945"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1946"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1947"	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0
"evm.TU.scaffold_2.1948"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.195"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1953"	0	0	0	6	1	0	0	0	2	0	0	0	0	2	0	0	0	0
"evm.TU.scaffold_2.1954"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1955"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1956"	3	0	14	0	0	3	8	3	4	0	3	11	0	2	1	11	3	0
"evm.TU.scaffold_2.1958"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1964"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1967"	5	0	0	11	1	0	2	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1973"	0	0	0	0	0	0	5	3	2	2	3	19	2	2	5	12	6	17
"evm.TU.scaffold_2.1974"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1975"	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
"evm.TU.scaffold_2.1976_evm.TU.scaffold_2.1977"	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0
"evm.TU.scaffold_2.1978"	111	164	124	232	107	80	58	56	24	11	49	30	111	87	60	8	39	34
"evm.TU.scaffold_2.1979"	305	539	270	599	382	482	62	395	245	208	444	165	444	266	326	233	312	252
"evm.TU.scaffold_2.198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1980"	21	20	34	32	25	14	1	10	1	0	2	7	5	10	25	0	12	0
"evm.TU.scaffold_2.1981"	61	80	63	45	85	40	113	33	48	44	43	68	9	13	7	9	7	3
"evm.TU.scaffold_2.1982"	205	397	328	371	262	260	30	85	120	52	135	71	206	206	243	43	116	26
"evm.TU.scaffold_2.1985"	88	99	58	91	66	97	208	78	114	111	111	188	113	158	99	184	139	103
"evm.TU.scaffold_2.1986"	37	40	58	50	13	49	46	32	34	30	22	27	29	33	13	94	31	20
"evm.TU.scaffold_2.1987"	766	1013	388	1072	644	680	2578	983	2155	1356	971	2200	610	1080	771	811	421	584
"evm.TU.scaffold_2.1988"	25	16	18	19	21	21	59	13	9	24	46	24	29	47	20	37	13	21
"evm.TU.scaffold_2.1989"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1990"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1992"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1993"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1994"	3833	4299	2937	5508	3116	3593	3861	3368	3521	2400	2964	3588	7105	6502	3618	4422	3046	4177
"evm.TU.scaffold_2.1995"	1347	1957	1854	2548	1779	1586	950	839	852	611	841	1104	1547	1301	990	604	721	426
"evm.TU.scaffold_2.1996"	0	0	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0	0
"evm.TU.scaffold_2.1997_evm.TU.scaffold_2.1998"	14	2	9	21	18	16	18	30	13	16	22	33	13	24	4	15	3	7
"evm.TU.scaffold_2.1999"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2"	441	350	149	367	321	297	885	260	727	513	493	481	213	241	308	547	288	325
"evm.TU.scaffold_2.2000"	0	0	0	2	1	0	0	4	0	1	0	0	0	0	0	7	0	10
"evm.TU.scaffold_2.2001"	58	83	54	55	62	104	83	47	109	69	59	65	44	38	25	28	24	15
"evm.TU.scaffold_2.2002"	404	381	168	344	324	318	376	213	442	378	407	397	331	306	371	659	374	506
"evm.TU.scaffold_2.2003"	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2005"	2	0	0	0	0	0	0	1	0	0	0	0	2	6	2	0	0	0
"evm.TU.scaffold_2.2006"	106	56	37	82	61	68	675	101	374	262	200	465	55	154	60	327	89	104
"evm.TU.scaffold_2.2007"	3	1	0	0	1	2	3	7	7	1	9	3	1	0	7	0	2	7
"evm.TU.scaffold_2.2008"	0	0	0	0	0	0	4	0	23	2	0	6	0	0	0	0	0	0
"evm.TU.scaffold_2.2009"	0	0	0	0	3	11	6	0	1	0	0	9	0	0	0	1	0	0
"evm.TU.scaffold_2.2012"	12	7	2	9	2	1	16	3	6	7	5	6	0	6	4	7	10	2
"evm.TU.scaffold_2.2013"	50	37	48	47	28	36	229	60	110	92	73	152	45	75	31	30	3	47
"evm.TU.scaffold_2.2014"	54	41	12	24	15	23	43	23	24	18	27	49	41	77	37	57	24	70
"evm.TU.scaffold_2.2016"	35	25	7	38	16	12	43	15	62	37	41	70	28	24	43	17	59	35
"evm.TU.scaffold_2.2017"	40	60	37	44	60	27	42	43	65	30	25	35	13	28	1	20	8	10
"evm.TU.scaffold_2.2018"	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2019"	11	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0
"evm.TU.scaffold_2.202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2020"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"evm.TU.scaffold_2.2021"	310	236	145	376	208	209	197	163	122	133	242	217	336	308	255	264	225	200
"evm.TU.scaffold_2.2022"	36	33	27	5	16	10	5	1	7	12	7	0	2	15	11	0	13	1
"evm.TU.scaffold_2.2023"	27	37	26	15	20	9	15	3	5	4	4	1	4	24	13	0	0	4
"evm.TU.scaffold_2.2024"	5	1	0	0	0	0	0	0	1	0	1	0	0	3	1	0	0	0
"evm.TU.scaffold_2.2025"	4	2	0	6	2	1	2	0	0	0	0	0	0	6	0	0	0	0
"evm.TU.scaffold_2.2026"	132	68	43	171	152	72	1085	209	879	951	866	1166	21	164	172	366	59	242
"evm.TU.scaffold_2.2027"	2	1	0	0	8	1	7	0	4	3	0	2	0	0	0	0	0	0
"evm.TU.scaffold_2.2028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2029"	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0
"evm.TU.scaffold_2.2030"	0	1	0	0	1	0	6	3	3	0	9	3	0	15	0	0	0	3
"evm.TU.scaffold_2.2031"	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
"evm.TU.scaffold_2.2032"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2033"	0	0	1	0	0	0	0	2	0	0	0	0	8	15	0	0	0	0
"evm.TU.scaffold_2.2034"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2035"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2036"	0	0	0	0	0	0	3	5	2	0	0	0	0	2	0	0	0	16
"evm.TU.scaffold_2.2037"	57	54	39	108	57	47	174	62	55	100	75	184	174	104	62	160	79	32
"evm.TU.scaffold_2.2038"	85	104	105	131	223	104	94	51	154	115	132	152	14	34	150	95	117	201
"evm.TU.scaffold_2.2039"	8	8	9	0	2	11	25	6	22	5	14	24	23	26	15	15	32	26
"evm.TU.scaffold_2.204"	15	21	17	0	5	12	2	1	1	2	5	7	12	4	4	8	13	28
"evm.TU.scaffold_2.2040"	184	136	75	299	123	160	923	208	841	575	575	829	134	481	293	385	205	228
"evm.TU.scaffold_2.2041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2042"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2045"	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2048"	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0
"evm.TU.scaffold_2.2049"	189	108	43	164	117	185	82	101	67	83	107	95	150	142	208	195	167	202
"evm.TU.scaffold_2.205"	1902	1650	1624	2432	1758	1853	3154	1645	2799	2217	2183	3531	1359	1558	1314	1246	1025	1053
"evm.TU.scaffold_2.2050"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2051"	177	286	205	323	274	156	369	120	314	287	319	382	113	91	132	112	88	18
"evm.TU.scaffold_2.2052"	2	4	8	0	6	0	12	7	18	5	2	18	3	7	14	7	0	0
"evm.TU.scaffold_2.2053"	66	145	70	106	108	54	133	49	186	122	117	154	32	22	35	46	39	22
"evm.TU.scaffold_2.2054"	0	1	0	0	2	0	2	0	0	2	5	1	0	0	0	0	2	0
"evm.TU.scaffold_2.2055"	2490	1818	1416	2547	2275	2428	5414	3928	6779	5479	5753	7393	2473	4459	4516	4573	3956	3277
"evm.TU.scaffold_2.2056"	57047	52986	41550	62266	46003	54272	99599	91376	116793	96479	111471	126781	58562	80072	64878	42002	51969	27162
"evm.TU.scaffold_2.2058"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"evm.TU.scaffold_2.2059"	40731	35768	27696	36102	28819	39349	52454	62783	63560	46196	53225	66818	43042	53345	37674	26857	36122	21753
"evm.TU.scaffold_2.206"	321	402	460	450	205	257	217	186	135	134	145	165	728	420	207	70	96	165
"evm.TU.scaffold_2.2060"	43656	42677	37257	46350	41728	43506	25170	64194	45258	35622	54029	44762	52386	53386	42773	20101	43108	17147
"evm.TU.scaffold_2.2062"	256252	269365	188375	268501	220479	270602	367367	426340	384492	321291	398535	428961	366753	429600	359129	243116	362852	207288
"evm.TU.scaffold_2.2063"	1061	1274	1062	2049	1812	1104	293	880	1122	1044	2333	887	1228	802	1721	832	1659	1375
"evm.TU.scaffold_2.2064"	59805	56453	50542	63011	55698	59489	31379	85892	58346	47733	72305	61723	76456	74479	57339	26195	55229	25320
"evm.TU.scaffold_2.2065"	34554	36474	29479	38419	33745	36977	16220	52991	30118	24861	41363	31712	50823	45503	35546	16331	38073	15806
"evm.TU.scaffold_2.2066"	25654	25600	19353	26730	24930	25836	14291	42474	30106	28098	40061	30051	34502	35373	34439	20484	40556	21391
"evm.TU.scaffold_2.2067"	63613	89768	65933	97029	72738	76022	35716	116353	83857	76813	144947	79036	127510	109033	101901	41203	91246	44986
"evm.TU.scaffold_2.2068"	102641	124276	97757	130893	138554	127867	20122	105165	47687	44124	128196	38404	121762	87754	95878	31067	121556	49460
"evm.TU.scaffold_2.207"	234	277	245	460	185	209	78	181	99	69	110	69	494	428	215	114	98	73
"evm.TU.scaffold_2.2071"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2072"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2073"	5	0	0	0	1	0	2	2	6	1	0	0	0	0	2	0	0	1
"evm.TU.scaffold_2.2074"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2075"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2076"	3644	4382	2646	5107	3181	3400	771	2535	1451	1401	1529	1430	5822	4128	3257	2823	3470	2962
"evm.TU.scaffold_2.2077"	18	52	38	33	26	14	22	9	21	44	40	34	18	44	52	57	66	27
"evm.TU.scaffold_2.2078"	3	0	1	3	0	3	21	2	2	1	2	0	4	0	8	0	0	0
"evm.TU.scaffold_2.2079"	126	171	172	234	146	86	10	56	16	28	89	32	84	61	150	48	81	52
"evm.TU.scaffold_2.208"	448	591	546	747	497	382	355	207	261	172	244	253	329	250	223	85	125	38
"evm.TU.scaffold_2.2080"	3898	4931	3049	5910	4343	4239	1806	3238	3547	2634	5566	3197	3327	3639	6141	4133	7482	5291
"evm.TU.scaffold_2.2081"	464	460	372	564	240	276	413	474	289	240	405	306	1490	1190	632	365	404	701
"evm.TU.scaffold_2.2082"	909	1059	1083	1176	1152	754	1401	783	1285	751	845	1164	728	887	680	423	432	362
"evm.TU.scaffold_2.2083"	110	170	111	177	81	71	88	59	83	44	31	97	130	111	61	55	19	14
"evm.TU.scaffold_2.2084"	1272	1241	850	1537	1240	1345	2666	1081	2539	1913	1597	2448	830	1115	1088	879	810	829
"evm.TU.scaffold_2.2085"	247	188	180	264	145	193	159	276	143	178	229	184	752	659	356	238	178	274
"evm.TU.scaffold_2.2086"	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"evm.TU.scaffold_2.2087"	3423	3368	2461	3518	3410	3622	2891	3299	3120	2976	3870	2875	2950	2876	3139	1413	2626	1557
"evm.TU.scaffold_2.2088"	69	39	26	59	65	78	59	85	46	57	87	29	137	69	71	59	105	80
"evm.TU.scaffold_2.2089"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.209"	562	517	368	563	446	431	1870	478	1337	1147	797	1548	216	464	481	400	323	236
"evm.TU.scaffold_2.2090"	129	129	142	158	95	85	48	83	40	30	54	29	389	136	87	47	44	81
"evm.TU.scaffold_2.2093"	199	189	211	248	152	138	62	141	56	61	62	101	361	234	94	75	127	54
"evm.TU.scaffold_2.2095"	109	59	127	173	89	61	64	80	73	77	74	55	233	200	136	59	62	121
"evm.TU.scaffold_2.2096"	142	138	192	195	56	86	163	140	86	77	94	94	527	521	185	162	95	162
"evm.TU.scaffold_2.2097"	63	46	46	72	56	49	67	22	24	28	17	54	92	39	53	91	32	46
"evm.TU.scaffold_2.2098"	96	63	89	147	67	106	152	78	192	133	167	115	64	69	69	65	72	96
"evm.TU.scaffold_2.2099"	26	7	2	5	9	37	42	8	42	18	6	28	0	46	9	37	15	7
"evm.TU.scaffold_2.210"	67	109	77	141	84	82	10	42	17	30	33	21	69	39	70	20	54	32
"evm.TU.scaffold_2.2100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2101"	4	2	0	0	0	0	7	0	0	0	2	0	3	0	0	0	0	0
"evm.TU.scaffold_2.2102"	9	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
"evm.TU.scaffold_2.2103"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
