"wt.1.NC12.opaKD2.23003FL.06.01.18"	"ac.1.NC12.opaKD2.23003FL.06.01.19"	"dsred.1.NC12.opaKD2.23003FL.06.01.20"	"opa.1.NC12.opaKD2.23003FL.06.01.21"	"wt.2.NC12.opaKD5.23003FL.06.01.35"	"ac.2.NC12.opaKD5.23003FL.06.01.36"	"dsred.2.NC12.opaKD5.23003FL.06.01.37"	"dsred.3.NC12.opaKD5.23003FL.06.01.38"	"opa.3.NC12.opaKD5.23003FL.06.01.40"	"opa.5.NC12.opaKD5.23003FL.06.01.42"	"ac.3.NC12.opaKD6.23003FL.06.01.44"	"ac.4.NC12.opaKD6.23003FL.06.01.45"	"opa.6.NC12.opaKD6.23003FL.06.01.46"	"opa.7.NC12.opaKD6.23003FL.06.01.47"	"opa.8.NC12.opaKD6.23003FL.06.01.48"
"scaffold_1:3934705-3934921"	96	64	20	64	32	60	73	85	121	64	77	121	100	130	92
"scaffold_1:3935110-3935244"	18	11	4	14	10	2	20	17	13	8	11	6	19	11	12
"scaffold_1:3939230-3939322"	31	21	4	30	15	11	52	38	14	2	13	11	13	31	28
"scaffold_1:3945583-3945791"	60	33	16	22	18	9	76	83	68	24	43	29	67	82	86
"scaffold_1:3951963-3952041"	21	20	2	27	6	10	30	21	22	6	19	11	14	20	17
"scaffold_1:3958527-3958691"	29	13	5	16	7	7	22	23	22	6	26	12	31	33	25
"scaffold_1:3960532-3960677"	36	12	8	21	4	4	19	30	9	8	10	8	35	45	29
"scaffold_1:3963026-3963131"	30	19	1	10	7	4	16	17	9	2	6	9	41	28	40
"scaffold_1:3995278-3995358"	48	3	8	16	13	4	12	27	7	5	7	5	10	15	11
"scaffold_1:3996088-3996410"	189	80	20	116	80	74	144	111	180	111	116	119	174	241	140
"scaffold_1:3996915-3997104"	41	8	7	25	16	7	10	25	25	1	12	13	19	22	19
"scaffold_1:3997291-3997500"	37	20	3	36	18	6	16	24	15	6	15	11	32	14	30
"scaffold_1:4003941-4004086"	30	9	11	23	27	18	27	38	27	16	17	21	45	30	30
"scaffold_1:4005943-4006020"	22	10	2	7	10	11	13	24	14	3	15	10	18	19	9
"scaffold_1:4012681-4012953"	148	58	23	55	71	30	73	83	48	10	65	78	88	87	60
"scaffold_1:4019434-4019573"	39	17	8	16	9	6	38	21	20	13	17	3	20	28	31
"scaffold_1:4040648-4040832"	37	13	6	15	13	13	16	27	29	9	23	7	25	26	31
"scaffold_1:4041058-4041135"	15	4	4	16	13	9	20	16	10	3	4	5	13	19	15
"scaffold_1:4047844-4048009"	34	13	3	27	8	10	24	24	31	11	26	17	40	41	29
"scaffold_1:4062427-4062766"	108	42	21	45	38	26	64	132	63	19	43	34	89	55	89
"scaffold_1:4062942-4063036"	36	15	6	19	13	8	19	58	27	13	15	14	30	24	24
"scaffold_1:4069688-4069855"	27	12	7	24	7	6	23	54	21	6	9	4	27	16	17
"scaffold_1:4074619-4074707"	20	10	4	14	11	7	9	29	8	4	20	2	29	24	29
"scaffold_1:4080058-4080218"	32	11	2	10	19	8	43	62	30	12	19	9	34	23	53
"scaffold_1:4094728-4094927"	50	20	13	34	26	13	30	47	26	12	41	20	41	28	34
"scaffold_1:4105591-4105698"	38	7	2	18	12	4	27	18	12	12	10	12	7	23	12
"scaffold_1:4113060-4113757"	517	95	67	181	263	59	256	311	260	114	82	122	354	309	253
"scaffold_1:4114672-4114866"	314	150	42	161	144	131	248	227	293	169	212	252	290	283	278
"scaffold_1:4131362-4131551"	21	20	3	11	13	1	33	24	34	12	11	9	30	60	26
"scaffold_1:4139524-4139657"	32	17	4	23	9	17	40	39	40	4	14	24	32	51	28
"scaffold_1:4140287-4140386"	39	9	6	4	9	6	16	32	18	9	8	9	16	15	29
"scaffold_1:4161706-4162020"	80	44	5	22	27	26	58	63	78	54	52	56	84	96	90
"scaffold_1:4162674-4162792"	34	11	9	16	8	16	24	20	27	21	28	48	26	24	31
"scaffold_1:4198160-4198321"	21	17	3	21	3	3	15	23	19	1	18	7	34	23	35
"scaffold_1:4222629-4222705"	11	14	5	7	12	3	12	25	22	4	8	8	23	18	16
"scaffold_1:4222819-4222924"	41	10	6	17	15	16	28	23	23	31	29	6	35	12	43
"scaffold_1:4233124-4233214"	12	8	4	7	5	3	11	18	8	2	2	5	9	8	11
"scaffold_1:4241827-4241928"	17	22	4	10	8	4	20	26	17	3	14	14	36	21	21
"scaffold_1:4349168-4349414"	14	12	4	24	8	6	20	13	23	6	13	12	18	11	21
"scaffold_1:4367785-4367862"	6	8	3	13	5	7	5	21	9	8	16	2	11	17	12
"scaffold_1:4419836-4420060"	37	29	10	33	28	13	29	38	33	26	16	24	57	83	57
"scaffold_1:4441416-4441516"	19	11	2	15	4	11	27	20	12	7	25	7	39	14	28
"scaffold_1:4455406-4455504"	38	15	4	13	22	21	30	42	47	28	21	34	51	48	37
"scaffold_1:4463203-4463441"	104	43	33	74	68	122	73	100	111	112	119	196	84	138	97
"scaffold_1:4467056-4467158"	44	23	23	29	9	90	33	34	58	69	156	125	36	50	31
"scaffold_1:4485926-4486071"	68	31	11	48	25	25	70	90	71	55	50	35	71	94	84
"scaffold_1:4504892-4505077"	55	28	7	23	21	20	66	137	63	24	17	19	54	53	51
"scaffold_1:4516094-4516198"	36	10	5	8	5	8	14	36	14	6	10	25	20	16	36
"scaffold_1:4541387-4541525"	19	15	1	17	9	6	16	27	9	5	10	6	10	9	14
"scaffold_1:4551227-4551342"	15	9	3	18	10	15	10	13	18	17	26	23	25	26	18
"scaffold_1:4553020-4553137"	15	11	4	15	13	8	26	23	14	10	10	16	13	11	14
"scaffold_1:4554105-4554258"	48	17	10	21	21	9	44	71	24	4	15	16	36	33	36
"scaffold_1:4562034-4562114"	16	12	2	8	8	0	16	23	16	3	6	12	25	29	19
"scaffold_1:4562233-4562393"	31	18	2	27	19	6	37	24	28	10	21	30	28	23	13
"scaffold_1:4562739-4563048"	77	38	11	33	31	17	50	59	17	4	31	48	51	56	65
"scaffold_1:4564294-4564410"	33	39	6	13	21	13	40	25	33	20	24	32	49	31	43
"scaffold_1:4571890-4572126"	19	7	3	10	17	11	20	29	5	5	4	7	21	14	22
"scaffold_1:4576840-4576965"	11	6	2	7	6	8	20	21	10	4	11	8	26	9	31
"scaffold_1:4583994-4584101"	16	12	5	20	6	6	19	7	12	11	14	6	11	19	12
"scaffold_1:4591098-4591187"	10	9	2	11	14	1	24	12	16	5	5	9	27	23	21
"scaffold_1:4604898-4605065"	32	23	3	21	13	11	31	62	24	17	14	24	23	37	39
"scaffold_1:4608325-4608597"	45	15	8	35	22	12	48	85	22	12	27	27	49	76	49
"scaffold_1:4609766-4609962"	45	34	7	31	24	36	37	66	44	30	41	51	58	55	31
"scaffold_1:4611450-4611574"	16	15	10	20	12	7	26	37	19	7	20	11	27	12	39
"scaffold_1:4633416-4633514"	19	8	4	17	16	6	27	32	19	10	7	11	11	31	10
"scaffold_1:4641647-4641824"	21	12	13	16	11	11	22	48	35	8	5	10	24	33	33
"scaffold_1:4649660-4649767"	9	9	3	14	8	6	20	14	19	5	10	11	34	20	16
"scaffold_1:4650326-4650448"	27	16	11	13	15	3	23	16	13	1	6	10	34	48	31
"scaffold_1:4652027-4652172"	37	30	6	36	18	14	72	25	64	28	50	41	119	164	67
"scaffold_1:4652361-4652452"	4	1	0	2	5	1	9	1	1	3	0	8	13	16	4
"scaffold_1:4653867-4653947"	14	5	3	16	2	11	30	20	14	2	12	7	24	28	32
"scaffold_1:4664465-4664707"	30	20	5	31	6	5	25	26	29	10	10	9	44	57	26
"scaffold_1:4675272-4675620"	51	47	18	56	39	26	57	89	83	39	29	17	71	51	50
"scaffold_1:4679161-4679584"	65	24	15	48	15	15	66	86	49	17	25	25	79	56	57
"scaffold_1:4679675-4679824"	37	17	3	27	6	9	54	53	26	17	19	14	32	40	40
"scaffold_1:4684104-4684417"	50	27	5	38	15	15	63	63	24	16	28	20	38	29	41
"scaffold_1:4694636-4694765"	15	3	12	26	21	11	20	27	15	7	18	13	32	21	24
"scaffold_1:4712006-4712101"	21	11	5	19	16	6	32	20	32	22	13	11	31	19	28
"scaffold_1:4714900-4715032"	23	12	6	24	22	9	24	21	43	21	24	18	44	33	27
"scaffold_1:4715197-4715325"	30	17	1	18	9	10	43	28	31	12	31	22	33	35	37
"scaffold_1:4715841-4715929"	25	8	3	14	12	6	25	41	12	8	9	5	23	26	31
"scaffold_1:4721931-4722043"	15	13	3	22	5	6	20	46	17	1	13	9	7	13	23
"scaffold_1:4732177-4732274"	10	2	2	8	5	1	17	16	5	0	2	2	12	5	18
"scaffold_1:4735091-4735263"	32	5	4	21	14	5	29	20	27	9	15	10	31	30	33
"scaffold_1:4737669-4737851"	27	17	2	29	14	11	25	48	24	5	17	12	31	27	20
"scaffold_1:4741946-4742058"	13	7	1	4	7	3	21	22	13	4	4	5	23	15	16
"scaffold_1:4743628-4743748"	55	11	2	16	13	6	35	21	27	8	8	9	48	34	38
"scaffold_1:4752543-4752639"	40	10	4	18	16	3	15	33	27	2	6	6	22	23	35
"scaffold_1:4753116-4753520"	87	22	10	40	36	17	58	81	58	21	32	22	95	54	89
"scaffold_1:4759482-4760043"	392	135	29	187	194	40	303	269	216	86	130	117	360	320	377
"scaffold_1:4763493-4763796"	293	79	20	110	80	32	155	129	123	62	64	89	242	334	177
"scaffold_1:4764647-4765066"	347	138	67	217	134	172	284	177	324	343	277	275	356	508	236
"scaffold_1:4765202-4765288"	68	15	12	38	39	17	33	57	33	20	31	20	24	40	39
"scaffold_1:4769102-4769593"	690	155	52	223	338	96	354	314	372	137	210	145	461	351	484
"scaffold_1:4776205-4776363"	89	26	5	19	23	5	43	54	38	11	13	14	38	30	36
"scaffold_1:4776540-4776714"	53	15	6	29	28	15	27	67	35	13	21	5	35	24	35
"scaffold_1:4784443-4784648"	93	13	8	43	30	9	35	55	34	8	12	5	55	40	47
"scaffold_1:4797566-4797688"	44	19	7	25	14	15	42	46	27	19	10	8	37	44	32
"scaffold_1:4823344-4823522"	16	7	4	4	8	5	12	17	5	5	10	3	15	11	11
"scaffold_1:4826453-4826570"	40	12	7	26	10	7	23	16	26	5	17	14	25	26	28
"scaffold_1:4832391-4832490"	17	11	2	6	4	6	18	41	17	9	13	8	16	14	13
"scaffold_1:4833106-4833247"	60	48	8	45	30	29	93	87	40	37	26	37	60	83	66
"scaffold_1:4836487-4836652"	33	15	1	10	18	10	13	33	5	3	34	23	18	22	26
"scaffold_1:4837101-4837242"	36	27	9	31	4	4	42	46	31	14	26	19	30	34	58
"scaffold_1:4837410-4837513"	42	5	1	12	15	9	17	36	21	2	15	15	22	15	28
"scaffold_1:4842792-4842922"	17	7	5	15	5	5	10	24	11	1	6	17	4	8	12
"scaffold_1:4844764-4844904"	25	14	2	11	9	6	23	26	6	2	11	6	23	9	20
"scaffold_1:4864067-4864199"	13	14	9	23	10	8	16	24	8	2	7	9	10	9	16
"scaffold_1:4879972-4880090"	47	13	4	32	23	10	30	34	34	8	19	14	39	41	26
"scaffold_1:4880590-4880758"	135	46	21	73	55	51	95	104	115	94	95	95	120	145	109
"scaffold_1:4892582-4892717"	46	17	3	19	21	9	25	26	19	6	14	33	31	30	49
"scaffold_1:4893335-4894235"	650	214	55	270	392	159	531	414	575	256	272	338	618	665	617
"scaffold_1:4911151-4911283"	52	16	1	16	20	12	48	38	23	9	19	19	43	28	54
"scaffold_1:4911974-4912048"	21	10	0	6	16	5	29	15	13	2	4	7	9	18	24
"scaffold_1:4913457-4913560"	8	5	1	7	8	8	17	15	5	3	7	11	23	10	18
"scaffold_1:4913642-4913792"	43	24	6	17	27	12	41	28	26	6	22	15	51	38	59
"scaffold_1:4915182-4915296"	21	21	3	14	11	3	19	15	38	9	16	16	31	13	23
"scaffold_1:4932639-4932737"	9	7	6	6	4	2	6	8	4	6	3	5	6	11	3
"scaffold_1:4949186-4949302"	42	16	5	20	25	4	28	25	45	15	29	43	30	35	41
"scaffold_1:4949413-4949495"	29	9	9	9	9	17	33	26	35	16	27	27	36	38	22
"scaffold_1:4952153-4952335"	81	37	12	35	38	34	59	61	53	47	63	69	80	100	74
"scaffold_1:4952751-4952877"	66	19	15	44	17	18	58	24	59	14	39	49	83	73	59
"scaffold_1:4952991-4953074"	29	7	3	20	11	4	24	18	22	6	13	11	37	39	34
"scaffold_1:4954723-4955076"	231	107	24	124	118	133	213	193	352	230	207	243	273	289	212
"scaffold_1:4955162-4955434"	125	34	17	78	83	46	102	75	97	62	69	31	94	86	70
"scaffold_1:4957231-4957402"	86	13	11	37	38	6	43	80	37	10	12	14	36	32	57
"scaffold_1:4961773-4961959"	87	29	5	30	37	19	77	63	56	10	15	4	38	31	44
"scaffold_1:4963346-4963454"	24	3	4	9	28	5	21	15	8	7	1	3	8	8	29
"scaffold_1:4966450-4966684"	132	33	7	37	54	11	66	82	53	12	27	12	63	27	57
"scaffold_1:4970471-4970626"	134	40	13	20	45	8	80	122	54	10	25	7	83	78	63
"scaffold_1:4971774-4971958"	47	15	3	20	16	11	18	22	21	13	11	11	28	15	18
"scaffold_1:4978103-4978202"	53	39	10	23	26	16	60	32	52	14	15	28	41	48	71
"scaffold_1:4978827-4978944"	37	12	10	14	21	6	18	30	26	7	16	11	23	21	34
"scaffold_1:4988848-4989003"	44	25	13	35	15	9	31	40	68	36	19	36	88	85	55
"scaffold_1:4989980-4990058"	34	8	11	15	16	4	12	21	18	3	12	13	13	12	26
"scaffold_1:4999586-4999801"	195	89	24	130	90	46	140	152	153	74	100	93	154	188	178
"scaffold_1:5000169-5000383"	45	27	8	26	11	25	43	35	35	24	34	27	43	57	39
"scaffold_1:5001164-5001242"	19	1	2	8	3	1	9	11	7	0	3	11	18	21	17
"scaffold_1:5004602-5004937"	213	139	49	129	91	124	207	204	246	173	214	219	258	288	224
"scaffold_1:5008200-5008286"	29	22	0	21	7	11	40	43	29	6	4	4	45	37	24
"scaffold_1:5012093-5012396"	104	55	11	40	28	17	57	95	52	25	30	21	50	64	50
"scaffold_1:5016022-5016129"	23	10	3	13	16	3	23	24	11	6	15	2	10	5	28
"scaffold_1:5027676-5027794"	50	19	6	25	13	9	37	52	36	17	25	26	50	22	37
"scaffold_1:5028702-5028814"	25	14	3	11	12	4	14	11	14	6	3	7	28	16	16
"scaffold_1:5033650-5033733"	24	8	3	5	5	2	15	11	16	8	3	15	17	9	15
"scaffold_1:5044800-5044956"	29	7	4	14	9	10	38	49	27	8	9	4	36	34	12
"scaffold_1:5045869-5045980"	30	17	2	25	14	18	33	31	17	15	25	16	26	43	18
"scaffold_1:5053049-5053159"	21	10	2	12	7	7	32	50	12	4	5	4	27	21	32
"scaffold_1:5054997-5055136"	44	38	7	23	6	10	29	35	27	10	35	41	60	71	49
"scaffold_1:5058006-5058087"	15	3	1	9	10	2	18	14	14	2	7	3	18	10	9
"scaffold_1:5059426-5059553"	26	9	5	13	10	8	24	28	30	10	22	6	37	45	43
"scaffold_1:5077210-5077306"	26	14	4	24	20	9	24	22	13	5	12	16	16	19	37
"scaffold_1:5080738-5080935"	48	34	12	36	9	8	38	21	32	23	23	16	48	66	27
"scaffold_1:5089335-5089734"	346	161	43	176	170	109	268	259	344	166	192	166	356	396	293
"scaffold_1:5090315-5090405"	54	40	17	52	20	46	58	64	91	71	72	96	97	116	61
"scaffold_1:5090604-5090712"	53	33	13	44	19	45	50	64	62	57	55	85	74	64	76
"scaffold_1:5090949-5091220"	144	76	22	88	60	60	95	99	124	90	96	96	155	154	135
"scaffold_1:5103661-5103759"	36	7	7	12	20	1	15	21	18	5	2	8	11	8	21
"scaffold_1:5107947-5108146"	87	30	9	34	57	14	49	43	40	13	34	22	74	73	46
"scaffold_1:5108860-5109041"	70	32	11	57	37	41	78	48	112	69	55	41	113	112	69
"scaffold_1:5109754-5109877"	41	7	5	19	14	11	38	18	19	7	13	4	46	48	43
"scaffold_1:5111299-5111459"	93	29	28	67	48	53	91	64	128	74	104	134	99	117	68
"scaffold_1:5140140-5140224"	5	4	2	15	4	5	9	15	9	6	10	0	17	16	9
"scaffold_1:5144028-5144243"	23	11	9	22	11	7	43	49	21	4	10	7	24	19	19
"scaffold_1:5160523-5160787"	55	32	12	36	33	22	66	33	79	45	41	36	72	104	62
"scaffold_1:5186360-5186575"	40	47	19	26	30	18	37	53	49	32	29	35	57	86	54
"scaffold_1:5207731-5207833"	13	9	6	9	4	3	11	9	19	1	6	4	12	30	10
"scaffold_1:5230312-5230451"	10	30	5	27	11	9	23	29	15	7	11	13	36	28	34
"scaffold_1:5231753-5231840"	21	19	4	17	6	15	23	15	14	10	12	16	27	15	24
"scaffold_1:5235737-5235897"	19	33	4	31	7	6	30	33	33	6	23	13	36	32	21
"scaffold_1:5244659-5244735"	16	7	4	3	7	9	11	8	9	8	12	3	5	11	13
"scaffold_1:5310518-5310823"	43	25	8	52	34	21	54	88	55	26	27	33	68	55	55
"scaffold_1:5333893-5334123"	82	55	10	87	65	37	117	107	121	50	60	44	148	148	115
"scaffold_1:5337304-5337538"	34	34	10	33	22	23	37	78	36	19	19	20	28	32	65
"scaffold_1:5445300-5445377"	5	12	1	7	2	2	14	15	11	0	15	3	4	2	9
"scaffold_1:5506649-5506723"	5	11	1	7	6	4	16	7	9	9	0	0	16	9	14
"scaffold_1:5536278-5536386"	14	5	5	23	18	3	27	30	16	6	29	8	19	37	19
"scaffold_1:5546831-5547008"	56	9	4	22	16	8	49	49	35	8	18	11	26	17	42
"scaffold_1:5561232-5561351"	34	16	9	14	16	8	12	31	45	10	20	34	51	57	31
"scaffold_1:5565194-5565305"	15	10	6	7	11	9	25	23	33	2	20	12	13	39	33
"scaffold_1:5572031-5572126"	29	11	4	27	7	9	24	16	32	19	17	21	43	32	13
"scaffold_1:5572291-5572543"	109	60	36	83	63	99	133	134	183	114	139	117	149	228	116
"scaffold_1:5572629-5572741"	37	14	9	24	19	5	23	47	29	28	24	13	23	30	32
"scaffold_1:5572870-5573041"	58	12	13	41	38	18	27	29	36	26	17	9	43	30	18
"scaffold_1:5602408-5603242"	856	320	138	534	506	525	533	496	762	724	740	838	712	734	622
"scaffold_1:5603574-5603654"	51	26	11	38	46	24	48	43	47	41	41	41	67	52	58
"scaffold_1:5605256-5605445"	195	30	15	63	112	26	70	110	76	60	58	68	89	101	109
"scaffold_1:5606094-5606483"	371	48	24	133	254	67	197	167	190	99	41	112	243	269	192
"scaffold_1:5609448-5609535"	51	9	4	22	23	12	37	30	9	5	6	3	30	24	26
"scaffold_1:5609670-5609744"	72	17	5	18	33	6	37	42	24	9	10	16	41	25	50
"scaffold_1:5609906-5610169"	181	23	3	74	96	19	86	97	73	29	42	41	120	103	91
"scaffold_1:5626333-5626419"	23	6	2	20	11	6	11	21	21	2	16	3	17	9	16
"scaffold_1:5626936-5627106"	71	16	7	26	33	4	57	76	27	14	14	12	47	38	56
"scaffold_1:5629001-5629119"	54	20	6	40	26	12	36	28	32	15	15	4	26	30	40
"scaffold_1:5636251-5636424"	70	34	3	35	36	7	62	100	66	19	18	12	77	76	73
"scaffold_1:5640990-5641113"	52	28	15	47	30	12	60	48	54	37	27	31	60	56	56
"scaffold_1:5641867-5642126"	44	18	5	48	30	18	38	39	28	23	21	32	49	38	38
"scaffold_1:5649691-5649771"	24	16	1	11	14	12	16	19	21	5	26	10	26	21	19
"scaffold_1:5653456-5653682"	122	60	24	101	48	67	113	116	158	103	112	97	137	131	121
"scaffold_1:5656741-5656852"	42	22	2	21	28	7	33	51	35	9	17	13	54	38	49
"scaffold_1:5674564-5674695"	6	4	1	2	6	2	8	5	8	0	3	0	14	4	2
"scaffold_1:5687218-5687452"	30	18	3	25	5	13	21	20	14	8	23	4	19	19	18
"scaffold_1:5707808-5707907"	23	18	3	17	10	3	12	24	11	4	20	10	15	17	25
"scaffold_1:5725694-5725845"	24	12	4	18	10	6	40	30	18	8	15	11	19	20	20
"scaffold_1:5753069-5753169"	30	15	5	20	9	10	38	50	29	15	15	16	37	23	30
"scaffold_1:5763032-5763197"	26	20	2	12	4	7	22	41	9	4	11	7	16	10	18
"scaffold_1:5766170-5766248"	7	15	6	8	9	5	18	32	21	1	21	6	26	18	24
"scaffold_1:5783173-5783349"	43	27	9	23	20	13	39	32	41	22	20	24	40	47	32
"scaffold_1:5812674-5812860"	40	19	8	20	13	9	41	29	24	27	15	5	78	74	34
"scaffold_1:5815071-5815439"	82	52	11	63	36	21	54	70	73	36	37	49	75	113	82
"scaffold_1:5818174-5818553"	196	116	36	154	55	31	158	128	158	66	80	100	235	312	202
"scaffold_1:5825086-5825455"	179	119	30	119	45	34	133	118	118	59	88	83	205	232	154
"scaffold_1:5826011-5826100"	30	15	8	29	14	8	23	8	9	5	14	10	21	36	27
"scaffold_1:5832165-5832313"	36	6	5	15	8	3	12	27	11	9	10	1	14	20	28
"scaffold_1:5838690-5838764"	26	15	2	19	15	5	14	30	14	7	23	1	16	13	34
"scaffold_1:5840637-5840809"	36	24	7	27	20	2	53	45	23	4	18	11	21	19	45
"scaffold_1:5843967-5844485"	74	33	10	63	35	11	52	76	37	17	27	15	46	36	45
"scaffold_1:5848464-5848726"	46	15	11	20	23	11	28	25	21	2	12	14	34	28	27
"scaffold_1:5852841-5852946"	23	17	4	13	10	8	11	21	27	13	17	21	22	43	17
"scaffold_1:5854353-5854536"	80	28	27	67	39	103	61	48	75	61	140	143	104	99	70
"scaffold_1:5859048-5859123"	30	7	4	11	10	5	11	11	19	1	8	9	17	20	11
"scaffold_1:5860131-5860253"	59	20	0	23	28	8	27	20	23	9	20	27	16	25	31
"scaffold_1:5860392-5860513"	45	23	8	17	15	4	21	16	26	15	30	49	63	47	53
"scaffold_1:5866146-5866287"	41	30	8	35	23	55	32	33	52	58	63	90	71	71	29
"scaffold_1:5867853-5867942"	37	8	3	18	11	9	11	16	24	7	13	7	29	15	19
"scaffold_1:5868113-5868296"	111	51	9	51	49	20	78	69	55	27	34	37	102	143	61
"scaffold_1:5868823-5868925"	33	16	11	15	14	29	22	21	57	31	50	73	37	51	31
"scaffold_1:5869117-5869193"	50	30	9	28	23	21	27	24	35	32	34	27	41	20	45
"scaffold_1:5869548-5869668"	48	12	7	15	18	11	40	36	43	12	9	16	23	25	23
"scaffold_1:5874669-5874748"	54	13	6	20	64	3	13	21	23	13	8	6	17	20	19
"scaffold_1:5875526-5875674"	35	8	5	20	17	4	18	46	22	2	11	3	22	23	18
"scaffold_1:5877427-5877572"	59	17	5	28	5	8	48	40	27	10	7	17	44	26	15
"scaffold_1:5891591-5891853"	60	11	9	21	20	12	18	23	23	4	10	6	21	9	13
"scaffold_1:5893273-5893348"	22	4	3	16	12	5	13	17	15	9	4	2	9	10	10
"scaffold_1:5894763-5894925"	50	7	3	23	17	3	12	8	14	10	6	14	16	28	15
"scaffold_1:5895169-5895931"	196	48	18	92	58	28	75	75	69	14	45	9	48	49	61
"scaffold_1:5917241-5917327"	38	12	7	24	14	13	14	34	18	5	10	9	14	10	25
"scaffold_1:5920672-5920877"	55	28	13	52	16	1	37	44	26	6	10	7	15	68	22
"scaffold_1:5921006-5921174"	35	9	5	27	12	10	26	37	26	8	9	14	13	48	20
"scaffold_1:5921452-5921577"	37	10	8	28	15	8	28	22	15	0	11	8	12	18	30
"scaffold_1:5924206-5925104"	256	141	38	238	77	72	218	278	213	116	92	102	175	405	245
"scaffold_1:5930285-5930472"	51	21	4	34	13	13	32	44	17	10	13	19	20	30	35
"scaffold_1:5961145-5961233"	19	12	4	14	12	6	18	25	18	4	5	3	14	13	11
"scaffold_1:5961342-5961419"	17	9	3	11	5	9	16	11	21	3	9	7	13	35	15
"scaffold_1:5961815-5961976"	62	26	11	41	26	14	30	36	35	16	33	46	64	70	48
"scaffold_1:5990259-5990404"	21	18	3	13	12	3	28	33	21	11	13	20	24	13	29
"scaffold_1:5998473-5998572"	12	6	1	7	5	2	8	23	4	2	6	1	13	17	10
"scaffold_1:6003261-6003441"	25	26	12	27	13	47	27	31	42	50	57	75	40	59	39
"scaffold_1:6003657-6003903"	65	50	15	43	33	64	54	64	114	72	95	94	136	141	82
"scaffold_1:6004378-6004453"	21	12	2	10	11	10	11	11	9	1	7	10	12	16	15
"scaffold_1:6010891-6011041"	15	15	5	14	5	6	17	26	13	8	16	9	24	11	18
"scaffold_1:6019917-6020127"	31	12	2	23	9	3	21	26	12	8	8	7	12	6	17
"scaffold_1:6027210-6027310"	29	13	3	10	2	6	25	12	40	8	9	11	34	11	22
"scaffold_1:6028020-6028118"	34	15	8	29	11	4	25	60	23	7	10	10	21	31	25
"scaffold_1:6032185-6032454"	36	23	7	29	12	15	24	17	21	12	14	22	50	33	25
"scaffold_1:6034961-6035115"	22	21	5	18	12	3	23	44	31	9	10	10	23	31	22
"scaffold_1:6040369-6040750"	56	28	11	25	20	21	57	95	60	11	20	20	58	61	58
"scaffold_1:6049469-6049629"	30	9	9	17	17	4	25	39	21	4	22	13	37	9	23
"scaffold_1:6056521-6056612"	20	9	3	7	6	7	7	12	10	2	11	14	22	11	24
"scaffold_1:6063529-6063753"	56	21	10	24	19	14	38	59	66	15	9	24	73	70	62
"scaffold_1:6068427-6068800"	54	22	3	29	18	9	28	118	23	8	18	15	26	34	34
"scaffold_1:6081889-6081990"	15	11	0	16	3	4	10	3	6	5	17	18	13	15	15
"scaffold_1:6082980-6083061"	13	7	3	8	3	2	5	4	6	0	8	6	24	17	10
"scaffold_1:6103717-6103951"	27	22	10	36	17	22	21	29	30	16	30	17	48	39	28
"scaffold_1:6111576-6111698"	16	21	5	14	4	3	8	12	5	7	7	2	5	3	15
"scaffold_1:6117201-6117284"	20	6	1	13	11	2	12	24	6	1	4	2	15	7	8
"scaffold_1:6130907-6130988"	39	12	5	24	14	9	15	22	22	7	20	7	16	12	21
"scaffold_1:6143535-6143761"	114	24	15	62	66	13	56	107	47	19	36	44	81	52	76
"scaffold_1:6144896-6145080"	136	55	16	88	68	46	83	96	88	52	51	45	71	74	75
"scaffold_1:6145427-6145566"	41	22	17	28	16	30	37	37	48	37	34	58	58	73	49
"scaffold_1:6146044-6146251"	123	90	28	84	54	146	92	125	195	139	191	257	154	175	147
"scaffold_1:6146466-6146584"	46	27	10	29	6	31	28	25	48	30	35	73	55	46	52
"scaffold_1:6150189-6150346"	53	33	9	35	19	12	65	45	58	26	29	36	66	73	61
"scaffold_1:6159295-6159496"	84	54	9	64	27	39	72	75	103	54	41	53	103	118	78
"scaffold_1:6203648-6203828"	33	20	13	25	22	27	44	39	48	29	19	23	69	28	39
"scaffold_1:6203993-6204542"	104	55	10	85	126	34	193	153	182	84	55	39	143	166	168
"scaffold_1:6236437-6236931"	68	53	17	60	23	25	99	144	83	15	47	45	79	81	58
"scaffold_1:6309552-6309666"	18	11	3	11	8	10	10	23	19	6	10	5	10	16	14
"scaffold_1:6322779-6322954"	28	9	2	14	14	5	29	28	14	3	11	6	21	11	19
"scaffold_1:6327962-6328132"	26	17	12	32	12	30	23	22	52	40	28	25	39	48	25
"scaffold_1:6332248-6332343"	17	5	2	30	8	9	21	24	12	2	13	11	13	7	20
"scaffold_1:6336696-6336809"	16	8	6	12	2	5	21	15	10	2	17	3	20	7	21
"scaffold_1:6336917-6336995"	21	9	10	14	7	2	12	4	16	11	9	1	17	4	9
"scaffold_1:6370459-6370547"	6	6	0	22	1	5	15	14	19	4	11	7	8	17	5
"scaffold_1:6372484-6372610"	39	25	10	19	15	25	46	22	38	39	31	50	46	55	37
"scaffold_1:6382346-6382458"	11	10	3	18	5	4	12	17	1	1	16	3	19	7	3
"scaffold_1:6390518-6390633"	33	21	6	15	17	11	23	41	7	1	21	17	21	19	14
"scaffold_1:6401366-6401501"	33	8	3	15	9	9	21	11	12	2	19	12	7	10	16
