"wt.1.NC12.opaKD2.23003FL.09.02.01"	"ac.1.NC12.opaKD2.23003FL.09.02.02"	"dsred.1.NC12.opaKD2.23003FL.09.02.03"	"opa.1.NC12.opaKD2.23003FL.09.02.04"	"wt.2.NC12.opaKD5.23003FL.09.02.20"	"ac.2.NC12.opaKD5.23003FL.09.02.21"	"dsred.2.NC12.opaKD5.23003FL.09.02.22"	"dsred.3.NC12.opaKD5.23003FL.09.02.23"	"opa.3.NC12.opaKD5.23003FL.09.02.24"	"opa.5.NC12.opaKD5.23003FL.09.02.26"	"ac.3.NC12.opaKD6.23003FL.09.02.28"	"ac.4.NC12.opaKD6.23003FL.09.02.29"	"opa.6.NC12.opaKD6.23003FL.09.02.30"	"opa.7.NC12.opaKD6.23003FL.09.02.31"	"opa.8.NC12.opaKD6.23003FL.09.02.32"
"evm.TU.scaffold_1.1281"	644	1084	1144	1231	2579	1195	1312	861	491	577	907	1497	881	287	401
"evm.TU.scaffold_1.1282"	52	97	71	31	49	63	120	212	27	99	53	131	2	48	62
"evm.TU.scaffold_1.1283"	646	1230	1112	824	2455	1419	1651	1468	586	516	434	708	879	527	585
"evm.TU.scaffold_1.1284"	2615	2306	3084	3223	10893	2189	1895	1875	3303	3993	4077	4096	3871	2955	2099
"evm.TU.scaffold_1.1285"	1258	1461	1743	1807	3202	1343	1161	1251	1453	1175	985	1215	974	1320	855
"evm.TU.scaffold_1.1286"	101	148	160	106	211	215	267	340	53	117	68	71	76	45	105
"evm.TU.scaffold_1.1287"	449	875	583	690	448	687	1112	1478	452	472	260	187	306	584	483
"evm.TU.scaffold_1.1288"	65	99	119	104	295	60	42	81	93	71	76	120	177	144	44
"evm.TU.scaffold_1.1289"	298	670	668	632	1088	540	674	492	518	646	758	483	467	403	209
"evm.TU.scaffold_1.129"	23	39	47	48	152	50	62	80	57	113	27	129	47	34	56
"evm.TU.scaffold_1.1290"	47	115	131	96	368	181	186	267	175	303	122	198	258	115	110
"evm.TU.scaffold_1.1291"	153	154	263	203	549	136	130	163	309	330	215	266	359	257	195
"evm.TU.scaffold_1.1292"	28	24	29	34	155	32	23	16	107	81	11	52	72	14	34
"evm.TU.scaffold_1.1293"	0	2	2	0	0	0	0	0	1	0	2	20	0	2	3
"evm.TU.scaffold_1.1294"	0	0	6	0	0	2	0	13	1	0	0	0	0	0	0
"evm.TU.scaffold_1.1296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1297"	1	3	1	3	13	0	5	2	0	8	20	4	0	0	4
"evm.TU.scaffold_1.1298"	124	164	222	336	455	82	182	162	298	147	317	354	507	139	101
"evm.TU.scaffold_1.1299"	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.130"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1300"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1301"	38	48	41	75	202	75	53	105	9	56	54	68	39	25	22
"evm.TU.scaffold_1.1302"	2860	1883	1325	1784	787	1517	2501	2803	2737	2214	1247	1653	1516	2779	2601
"evm.TU.scaffold_1.1303"	153	162	230	205	903	274	214	246	260	209	261	301	162	230	156
"evm.TU.scaffold_1.1304"	57	33	67	47	70	48	65	90	107	97	90	71	84	101	76
"evm.TU.scaffold_1.1305"	87	371	340	144	286	355	489	457	104	228	166	150	113	100	54
"evm.TU.scaffold_1.1306"	490	491	596	567	1645	368	482	448	745	753	392	808	783	657	440
"evm.TU.scaffold_1.1307"	757	1105	1302	1252	961	740	860	518	472	464	951	751	888	577	451
"evm.TU.scaffold_1.1308"	70	71	52	70	137	104	98	157	152	103	33	43	164	61	68
"evm.TU.scaffold_1.1309"	7	1	6	0	6	6	5	12	4	3	0	0	11	10	0
"evm.TU.scaffold_1.131"	0	5	1	2	5	6	2	1	3	1	0	0	0	0	0
"evm.TU.scaffold_1.1310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1312"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1313"	43	51	48	66	45	67	63	92	61	82	1	42	58	104	48
"evm.TU.scaffold_1.1314"	32	19	51	28	149	18	35	32	17	121	39	16	6	25	18
"evm.TU.scaffold_1.1316"	2	6	21	9	14	0	0	0	9	16	3	3	0	0	6
"evm.TU.scaffold_1.1317"	12	22	22	22	5	10	27	5	6	4	18	0	2	5	16
"evm.TU.scaffold_1.1319"	0	2	5	1	8	3	10	1	4	18	27	0	0	0	0
"evm.TU.scaffold_1.132"	110	234	217	123	165	209	313	393	216	303	200	105	123	188	157
"evm.TU.scaffold_1.1320"	2637	3491	3076	2532	1800	3611	4758	7415	2504	2550	1128	1660	1700	2370	3528
"evm.TU.scaffold_1.1321"	57	331	233	184	146	276	403	793	174	173	93	153	212	164	125
"evm.TU.scaffold_1.1322"	54	73	150	86	274	113	64	162	70	146	87	15	100	59	87
"evm.TU.scaffold_1.1323"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1324"	0	11	9	0	4	3	2	26	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1325"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1326"	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1327"	64	194	116	107	48	137	241	354	41	215	38	140	71	102	107
"evm.TU.scaffold_1.1328"	28	13	15	32	18	42	41	69	8	13	0	0	38	11	28
"evm.TU.scaffold_1.1329"	715	1342	801	1049	467	1030	1629	2684	1257	976	753	795	859	1182	1158
"evm.TU.scaffold_1.133"	7	63	53	41	47	70	114	141	113	76	123	97	156	93	52
"evm.TU.scaffold_1.1330"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1331"	2235	4092	2484	3018	1379	2675	3845	5844	2039	3064	1538	1881	3095	2502	2096
"evm.TU.scaffold_1.1332"	909	1323	722	1122	539	1035	1708	2553	1006	1348	250	683	1064	1029	826
"evm.TU.scaffold_1.1334"	0	3	0	0	4	4	3	0	2	6	0	0	0	0	5
"evm.TU.scaffold_1.1335"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1337"	1600	1352	1503	1204	1076	1394	2064	2568	1197	1347	1225	1270	1200	760	1042
"evm.TU.scaffold_1.1338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1339"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.134"	750	1698	1774	1359	1889	2065	2015	1544	617	630	605	1018	753	714	607
"evm.TU.scaffold_1.1340"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1341"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1342"	831	897	1149	1137	5723	1093	992	899	998	1476	905	1098	1387	863	652
"evm.TU.scaffold_1.1345"	0	2	1	0	0	1	0	0	0	13	0	0	1	0	0
"evm.TU.scaffold_1.1346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1347"	0	1	0	7	0	0	5	0	0	0	55	0	0	0	0
"evm.TU.scaffold_1.1348"	2	6	0	17	0	1	0	0	0	0	7	0	0	0	0
"evm.TU.scaffold_1.135"	425	409	523	641	1092	298	311	316	888	1199	1060	1046	1207	702	535
"evm.TU.scaffold_1.1351"	22160	8872	9114	16265	10663	10634	11342	6459	6475	5032	6751	9450	5708	9220	9411
"evm.TU.scaffold_1.1352"	255	444	481	375	811	350	388	474	688	1078	405	382	396	406	230
"evm.TU.scaffold_1.1353"	936	307	336	508	302	368	447	496	291	272	192	212	173	255	264
"evm.TU.scaffold_1.1354"	247	218	286	298	708	132	130	150	241	291	259	186	356	111	147
"evm.TU.scaffold_1.1355"	1476	2719	2210	1477	2122	3111	3444	3544	620	547	1363	929	676	745	1086
"evm.TU.scaffold_1.1356"	0	0	0	0	0	1	0	0	1	2	0	0	0	0	4
"evm.TU.scaffold_1.1357"	7	8	11	12	3	9	3	0	17	12	46	0	4	5	2
"evm.TU.scaffold_1.1358"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1359"	1173	1166	1189	1155	903	725	948	1088	1240	1206	715	775	979	926	786
"evm.TU.scaffold_1.136"	492	471	683	688	2008	355	409	486	1039	1441	1056	871	1915	929	531
"evm.TU.scaffold_1.1360"	145	561	186	162	223	323	539	586	208	160	85	65	118	126	185
"evm.TU.scaffold_1.1361"	582	820	891	1127	2308	973	989	1002	1305	1566	1199	1067	847	769	755
"evm.TU.scaffold_1.1362"	23	40	41	46	25	28	36	39	151	166	89	73	107	91	42
"evm.TU.scaffold_1.1363"	0	0	0	0	0	1	1	1	0	15	0	0	0	0	0
"evm.TU.scaffold_1.1364"	0	9	2	0	9	0	0	7	0	0	0	0	0	3	0
"evm.TU.scaffold_1.1365"	265	403	396	493	618	363	419	277	422	315	315	193	397	287	230
"evm.TU.scaffold_1.1366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1367"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1369"	332	656	516	355	417	565	630	642	253	239	339	245	312	388	343
"evm.TU.scaffold_1.137"	1364	932	1929	2579	4775	1775	1344	486	1525	2366	2520	2824	2366	1927	751
"evm.TU.scaffold_1.1370"	31	28	24	30	55	38	40	35	11	43	2	1	17	40	14
"evm.TU.scaffold_1.1371"	118	172	189	153	211	207	330	324	354	336	312	112	381	332	115
"evm.TU.scaffold_1.1372"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1374"	101	148	221	219	656	147	145	175	361	300	318	235	411	293	172
"evm.TU.scaffold_1.1375"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1376"	6	7	4	7	0	1	0	7	0	0	0	5	0	0	5
"evm.TU.scaffold_1.1377"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1378"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1379"	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0
"evm.TU.scaffold_1.138"	0	2	1	0	11	2	1	3	3	3	2	0	0	1	5
"evm.TU.scaffold_1.1380"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1381"	195	307	365	331	376	372	535	596	255	171	188	179	250	98	223
"evm.TU.scaffold_1.1383"	317	291	367	408	1258	435	460	349	218	258	274	207	372	155	152
"evm.TU.scaffold_1.1384"	0	6	8	7	0	9	0	0	0	0	0	21	0	0	5
"evm.TU.scaffold_1.1385"	127	156	156	154	385	77	78	129	204	367	252	241	241	225	140
"evm.TU.scaffold_1.1386"	962	801	682	742	254	575	1058	1399	779	620	448	564	413	873	791
"evm.TU.scaffold_1.1387"	565	950	658	557	339	755	1135	1960	672	676	234	474	521	702	865
"evm.TU.scaffold_1.1388"	89	157	229	183	578	235	213	251	55	84	77	191	100	50	62
"evm.TU.scaffold_1.1389"	11	15	23	12	19	7	11	23	37	36	0	6	40	21	7
"evm.TU.scaffold_1.139"	254	439	297	401	1672	270	256	360	504	673	388	549	610	547	231
"evm.TU.scaffold_1.1390"	99	135	100	52	157	70	146	288	145	131	11	45	80	89	66
"evm.TU.scaffold_1.1392"	132	89	141	77	619	198	151	212	167	387	187	108	196	79	80
"evm.TU.scaffold_1.1393"	186	362	217	239	107	283	598	914	265	306	114	135	409	300	328
"evm.TU.scaffold_1.1394"	415	195	242	377	581	162	91	151	367	537	571	575	388	466	255
"evm.TU.scaffold_1.1395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1396"	0	1	2	0	2	0	0	0	0	0	0	0	8	0	2
"evm.TU.scaffold_1.1397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1398"	238	515	598	413	1702	505	388	490	616	552	1046	1112	965	505	473
"evm.TU.scaffold_1.1399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.14"	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.140"	6	21	22	48	102	14	20	16	66	110	15	8	15	37	20
"evm.TU.scaffold_1.1400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1401"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1403"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1405"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1406"	346	436	594	550	1146	321	288	367	611	744	460	682	670	540	372
"evm.TU.scaffold_1.1407"	120	136	209	276	290	71	164	154	277	466	257	244	552	314	122
"evm.TU.scaffold_1.1408"	462	466	417	407	329	422	480	729	286	493	295	293	482	377	472
"evm.TU.scaffold_1.1409"	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.141"	639	553	820	778	3116	766	663	834	915	1044	745	564	681	628	485
"evm.TU.scaffold_1.1410"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1411"	0	13	0	0	12	0	0	4	0	0	0	0	0	0	2
"evm.TU.scaffold_1.1412"	149	466	497	591	361	216	239	245	173	242	444	331	389	147	95
"evm.TU.scaffold_1.1413"	2546	1648	1420	1623	761	1403	2182	2725	2333	1853	1188	1123	1510	2225	2297
"evm.TU.scaffold_1.1414"	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1415"	256	229	312	445	191	193	267	270	690	877	499	515	593	369	206
"evm.TU.scaffold_1.1416"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1418"	539	524	713	771	637	352	374	514	1180	1393	894	710	894	771	624
"evm.TU.scaffold_1.1419"	1104	1969	2660	1948	5548	2514	2403	1596	1010	1044	1277	1938	1671	873	729
"evm.TU.scaffold_1.142"	369	398	293	295	554	244	271	444	417	302	216	429	672	734	361
"evm.TU.scaffold_1.1420"	15575	10923	9922	11107	5732	7836	8210	10119	17892	22456	23125	20676	25237	17775	15502
"evm.TU.scaffold_1.1421"	17	35	69	20	102	64	52	57	71	84	8	27	47	37	50
"evm.TU.scaffold_1.1422"	946	985	1387	1050	5471	1013	950	1076	1119	1324	1367	1048	1272	1016	777
"evm.TU.scaffold_1.1423"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1424"	796	1265	974	897	2048	1122	1362	1434	1046	1680	1228	770	1339	910	691
"evm.TU.scaffold_1.1425"	417	520	401	315	443	374	473	606	489	1148	640	319	506	483	328
"evm.TU.scaffold_1.1426"	95	135	70	78	176	121	174	265	175	94	42	89	85	108	104
"evm.TU.scaffold_1.1427"	23	43	22	32	160	42	46	60	41	15	14	75	55	42	11
"evm.TU.scaffold_1.1428"	144	128	100	94	286	133	138	223	366	385	281	152	385	182	186
"evm.TU.scaffold_1.1429"	1914	2367	2172	2378	3531	2450	3111	2375	1411	1441	1241	1758	1341	1443	1198
"evm.TU.scaffold_1.143"	7	12	15	9	41	10	9	5	18	28	1	1	7	13	7
"evm.TU.scaffold_1.1430"	489	559	523	899	625	318	343	445	1079	926	1013	889	825	684	529
"evm.TU.scaffold_1.1431"	6	13	12	21	58	8	5	9	25	9	8	7	19	27	20
"evm.TU.scaffold_1.1432"	3571	1875	1489	3276	2592	1658	2437	831	976	644	509	829	592	742	642
"evm.TU.scaffold_1.1433"	1317	804	808	1385	420	445	794	234	675	636	233	184	173	603	566
"evm.TU.scaffold_1.1434"	0	1	0	0	0	2	0	4	0	0	0	0	0	2	0
"evm.TU.scaffold_1.1435"	4901	1637	1430	2117	941	1296	1416	652	1114	666	778	1221	584	2231	2057
"evm.TU.scaffold_1.1436"	1734	3470	3422	3092	5879	4097	3651	2337	1714	1767	1589	2004	1728	1306	985
"evm.TU.scaffold_1.1437"	32	120	91	122	132	123	225	194	72	97	81	39	11	23	47
"evm.TU.scaffold_1.1438"	508	390	305	381	182	368	447	711	458	430	322	289	362	674	595
"evm.TU.scaffold_1.1439"	897	1400	1327	1177	1144	1372	1521	1492	479	755	391	652	719	468	628
"evm.TU.scaffold_1.1440"	9	13	16	97	6	3	30	0	34	52	0	0	155	78	3
"evm.TU.scaffold_1.1441"	432	1400	1123	815	627	1168	1460	1618	510	906	1163	883	839	564	412
"evm.TU.scaffold_1.1442"	684	901	952	889	603	644	879	1052	1048	1384	1232	1043	1123	901	537
"evm.TU.scaffold_1.1443"	721	982	824	601	410	753	1187	2151	650	728	508	495	923	813	807
"evm.TU.scaffold_1.1444"	4605	4106	3998	4277	3162	3293	3621	3608	2072	2532	1672	2159	1574	1951	2555
"evm.TU.scaffold_1.1445"	4511	4178	4030	4272	3145	3029	3643	3377	1852	2539	1844	2168	1697	1877	2683
"evm.TU.scaffold_1.1446"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1448"	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1449"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"evm.TU.scaffold_1.145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1450"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1452"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1454"	370	378	344	521	293	216	276	272	415	314	209	279	264	172	192
"evm.TU.scaffold_1.1455"	157	356	392	324	821	631	724	538	327	358	327	302	475	233	152
"evm.TU.scaffold_1.1456"	8373	8190	9848	10985	8080	6755	7122	8118	13108	12443	10701	11349	11561	9591	7847
"evm.TU.scaffold_1.1457"	10910	13385	14031	13056	14093	13705	16172	11402	7421	5799	5308	7974	5394	7106	6824
"evm.TU.scaffold_1.1458"	750	814	887	1717	1470	458	418	343	821	1022	537	567	831	1038	572
"evm.TU.scaffold_1.1459"	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0
"evm.TU.scaffold_1.146"	1081	994	769	754	441	706	1044	1045	716	592	493	706	684	534	735
"evm.TU.scaffold_1.1462"	69	67	79	43	141	37	70	78	78	199	164	46	191	32	66
"evm.TU.scaffold_1.1463"	51	42	66	52	68	11	18	40	72	68	11	45	97	91	18
"evm.TU.scaffold_1.1464"	0	18	15	8	35	11	6	25	17	35	2	19	6	31	8
"evm.TU.scaffold_1.1465"	0	5	1	2	0	3	2	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1467"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1468"	13	0	2	8	13	2	1	2	0	8	2	0	10	2	6
"evm.TU.scaffold_1.1469"	1410	2309	2203	1779	1345	1808	2754	2759	905	826	904	1203	1126	1007	1196
"evm.TU.scaffold_1.1470"	1440	1388	1745	1931	4236	817	964	968	1935	2145	1905	2168	2060	1526	1243
"evm.TU.scaffold_1.1471"	242	164	183	160	197	249	293	482	264	198	50	156	34	240	190
"evm.TU.scaffold_1.1472"	751	959	1208	1027	1754	714	903	982	858	1012	1038	904	1243	773	745
"evm.TU.scaffold_1.1473"	1098	1146	1497	1185	1985	950	1241	1515	1049	1357	1092	1086	1446	1064	881
"evm.TU.scaffold_1.1474"	78	107	156	114	508	106	92	169	141	321	209	138	62	98	65
"evm.TU.scaffold_1.1475"	88	139	213	128	566	95	98	184	203	286	263	196	72	71	78
"evm.TU.scaffold_1.1476"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1479"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.148"	1037	874	616	905	441	688	953	1131	1342	858	504	556	667	799	1179
"evm.TU.scaffold_1.1480"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1481"	108	141	165	119	376	127	154	165	224	360	195	130	144	277	125
"evm.TU.scaffold_1.1482"	6	0	1	3	0	3	0	1	0	0	0	0	0	0	1
"evm.TU.scaffold_1.1483"	648	571	744	560	1715	915	1059	1287	567	555	385	493	488	443	385
"evm.TU.scaffold_1.1484"	330	330	284	230	680	557	624	825	229	159	135	220	121	140	230
"evm.TU.scaffold_1.1485"	83	135	221	159	314	108	105	162	179	205	128	164	316	155	136
"evm.TU.scaffold_1.1486"	1293	1198	1057	1270	1117	1090	1216	1260	856	1219	1153	886	751	493	558
"evm.TU.scaffold_1.1487"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1488"	0	0	0	4	2	0	1	0	2	3	2	3	12	5	3
"evm.TU.scaffold_1.1489"	224	246	389	455	669	147	159	161	401	671	305	746	552	376	305
"evm.TU.scaffold_1.1490"	7	9	2	11	0	2	10	5	2	6	0	0	0	0	7
"evm.TU.scaffold_1.1491"	533	554	751	891	1442	396	353	402	1194	875	765	1094	1104	795	756
"evm.TU.scaffold_1.1492"	2	7	1	0	3	2	6	1	4	0	0	1	35	1	0
"evm.TU.scaffold_1.1493"	6	6	0	0	5	1	3	2	4	0	0	4	62	2	1
"evm.TU.scaffold_1.1494"	8	15	21	14	115	48	22	31	11	1	13	2	7	5	8
"evm.TU.scaffold_1.1495"	206	127	118	133	259	85	159	147	150	172	62	272	81	161	131
"evm.TU.scaffold_1.1496"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1497"	388	256	490	829	3580	579	374	211	560	607	458	610	615	398	236
"evm.TU.scaffold_1.1499"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1500"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1501"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1502"	42	30	36	54	29	39	57	59	102	44	10	13	32	11	24
"evm.TU.scaffold_1.1503"	460	171	118	270	73	79	94	86	238	270	717	593	1064	721	753
"evm.TU.scaffold_1.1504"	5	39	28	13	58	44	24	64	19	11	0	26	17	14	6
"evm.TU.scaffold_1.1505"	747	3449	2624	1727	1418	3179	3181	3940	821	817	781	1737	416	552	1176
"evm.TU.scaffold_1.1506"	11389	8143	6741	8690	3629	5223	6971	7801	16204	21235	20641	17382	24608	14116	13166
"evm.TU.scaffold_1.1507"	33	63	63	69	212	86	67	102	107	124	251	78	198	62	56
"evm.TU.scaffold_1.1508"	72	131	119	50	95	101	188	351	54	97	32	89	140	80	82
"evm.TU.scaffold_1.1509"	23	70	22	40	28	9	23	34	1	10	0	2	61	6	23
"evm.TU.scaffold_1.151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1510"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1511"	61	145	212	101	618	177	166	215	132	233	112	171	214	116	92
"evm.TU.scaffold_1.1512"	3	11	5	27	0	0	0	5	1	0	1	0	0	1	0
"evm.TU.scaffold_1.1513"	1317	1352	1342	1899	4489	804	813	756	1048	1106	1071	1300	953	1044	635
"evm.TU.scaffold_1.1514"	373	321	538	533	243	181	320	319	945	908	459	494	622	839	400
"evm.TU.scaffold_1.1515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1516"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1517"	133	102	186	137	75	105	176	137	163	83	69	128	105	136	94
"evm.TU.scaffold_1.1518"	1	2	0	0	0	0	0	0	0	0	0	0	8	0	0
"evm.TU.scaffold_1.1519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.152"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1521"	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0
"evm.TU.scaffold_1.1522"	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0
"evm.TU.scaffold_1.1523"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1524"	215	162	320	330	120	186	214	327	231	346	426	315	546	369	293
"evm.TU.scaffold_1.1525"	3	15	9	4	4	0	4	1	0	0	36	0	34	19	6
"evm.TU.scaffold_1.1526"	1	6	0	0	3	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1527"	275	386	416	490	526	409	339	181	80	86	431	546	269	180	224
"evm.TU.scaffold_1.1528"	46	43	66	112	373	35	44	60	37	138	79	49	54	95	52
"evm.TU.scaffold_1.1529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.153"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1530"	1011	1683	1234	1316	955	1397	1806	2600	981	1050	598	809	686	1133	1230
"evm.TU.scaffold_1.1531"	1402	1692	1460	1716	2322	1796	2014	1493	979	742	783	544	577	927	646
"evm.TU.scaffold_1.1532"	216	349	217	326	159	263	516	678	554	698	261	171	338	384	349
"evm.TU.scaffold_1.1533"	554	573	453	404	1046	614	735	934	852	809	691	540	654	807	622
"evm.TU.scaffold_1.1534"	0	12	39	56	45	2	23	11	3	6	19	1	0	6	10
"evm.TU.scaffold_1.1535"	237	228	327	443	324	216	192	197	359	445	367	327	335	235	222
"evm.TU.scaffold_1.1536"	4	0	2	1	2	4	0	0	1	0	7	5	0	2	0
"evm.TU.scaffold_1.1537"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1539"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1541"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1543"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1545"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1546"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"evm.TU.scaffold_1.1547"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"evm.TU.scaffold_1.1549"	42	63	61	43	105	48	65	79	32	54	54	81	58	7	24
